cluster_id,azimuth,elevation,range,frames_seen,frame_count,two_range_fraction,num_points_per_frame,num_range_groups_per_frame,peak_counts_per_frame,range_mean,range_peaks_per_frame,revisit_rate_hz,sample_size
97,2.0258,1.1587,12.108,10,10,0.0,"{0: 23, 1: 22, 2: 24, 3: 19, 4: 20, 5: 18, 6: 22, 7: 26, 8: 22, 9: 22}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [23], 1: [22], 2: [24], 3: [19], 4: [20], 5: [18], 6: [22], 7: [26], 8: [22], 9: [22]}",12.108,"{0: [12.110492706298828], 1: [12.109086036682129], 2: [12.109086036682129], 3: [12.109050750732422], 4: [12.109050750732422], 5: [12.108985900878906], 6: [12.109050750732422], 7: [12.109067916870117], 8: [12.109067916870117], 9: [12.108985900878906]}",,218
98,2.3941,1.1587,12.112,10,10,0.0,"{0: 15, 1: 16, 2: 27, 3: 19, 4: 20, 5: 24, 6: 24, 7: 21, 8: 19, 9: 15}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [15], 1: [16], 2: [27], 3: [19], 4: [20], 5: [24], 6: [24], 7: [21], 8: [19], 9: [15]}",12.112,"{0: [12.11379623413086], 1: [12.112159729003906], 2: [12.112236022949219], 3: [12.112106323242188], 4: [12.112236022949219], 5: [12.112236022949219], 6: [12.112159729003906], 7: [12.112236022949219], 8: [12.112236022949219], 9: [12.112159729003906]}",,200
99,2.7574,1.1587,12.115,10,10,0.0,"{0: 14, 1: 17, 2: 22, 3: 22, 4: 20, 5: 20, 6: 17, 7: 20, 8: 22, 9: 23}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [14], 1: [17], 2: [22], 3: [22], 4: [20], 5: [20], 6: [17], 7: [20], 8: [22], 9: [23]}",12.115,"{0: [12.11767578125], 1: [12.115741729736328], 2: [12.115854263305664], 3: [12.115854263305664], 4: [12.115854263305664], 5: [12.115741729736328], 6: [12.115741729736328], 7: [12.115828514099121], 8: [12.115741729736328], 9: [12.115655899047852]}",,197
100,3.112,1.1587,12.119,10,10,0.0,"{0: 15, 1: 16, 2: 16, 3: 17, 4: 19, 5: 16, 6: 22, 7: 21, 8: 19, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [15], 1: [16], 2: [16], 3: [17], 4: [19], 5: [16], 6: [22], 7: [21], 8: [19], 9: [21]}",12.119,"{0: [12.121960639953613], 1: [12.119882583618164], 2: [12.119882583618164], 3: [12.119911193847656], 4: [12.119882583618164], 5: [12.119786262512207], 6: [12.119592666625977], 7: [12.119882583618164], 8: [12.119621276855469], 9: [12.119911193847656]}",,182
101,3.4773,1.1587,12.124,10,10,0.0,"{0: 18, 1: 14, 2: 16, 3: 17, 4: 20, 5: 18, 6: 18, 7: 19, 8: 18, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [14], 2: [16], 3: [17], 4: [20], 5: [18], 6: [18], 7: [19], 8: [18], 9: [17]}",12.124,"{0: [12.126876831054688], 1: [12.124424934387207], 2: [12.124532699584961], 3: [12.123781204223633], 4: [12.124316215515137], 5: [12.124597549438477], 6: [12.124424934387207], 7: [12.124629974365234], 8: [12.124532699584961], 9: [12.124101638793945]}",,175
102,3.8407,1.1587,12.129,10,10,0.0,"{0: 15, 1: 24, 2: 16, 3: 17, 4: 18, 5: 19, 6: 18, 7: 15, 8: 21, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [15], 1: [24], 2: [16], 3: [17], 4: [18], 5: [19], 6: [18], 7: [15], 8: [21], 9: [21]}",12.129,"{0: [12.132308959960938], 1: [12.129725456237793], 2: [12.129642486572266], 3: [12.129487991333008], 4: [12.129725456237793], 5: [12.129606246948242], 6: [12.129642486572266], 7: [12.129725456237793], 8: [12.129725456237793], 9: [12.129606246948242]}",,184
103,4.2812,1.1587,12.135,10,10,0.0,"{0: 16, 1: 30, 2: 18, 3: 32, 4: 35, 5: 28, 6: 29, 7: 27, 8: 23, 9: 25}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [16], 1: [30], 2: [18], 3: [32], 4: [35], 5: [28], 6: [29], 7: [27], 8: [23], 9: [25]}",12.135,"{0: [12.138031005859375], 1: [12.13729476928711], 2: [12.137414932250977], 3: [12.137334823608398], 4: [12.137199401855469], 5: [12.13729476928711], 6: [12.13729476928711], 7: [12.137334823608398], 8: [12.137374877929688], 9: [12.13715934753418]}",,263
104,-5.5906,0.7936,10.049,10,10,0.0,"{0: 23, 1: 10, 2: 10, 3: 8, 4: 8, 5: 8, 6: 9, 7: 11, 8: 8, 9: 9}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [23], 1: [10], 2: [10], 3: [8], 4: [8], 5: [8], 6: [9], 7: [11], 8: [8], 9: [9]}",10.049,"{0: [10.049220085144043], 1: [10.049874305725098], 2: [10.049829483032227], 3: [10.050102233886719], 4: [10.049553871154785], 5: [10.049874305725098], 6: [10.049829483032227], 7: [10.049829483032227], 8: [10.050102233886719], 9: [10.049781799316406]}",,104
105,-5.3376,0.7936,10.045,10,10,0.0,"{0: 14, 1: 24, 2: 18, 3: 16, 4: 19, 5: 17, 6: 14, 7: 22, 8: 16, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [14], 1: [24], 2: [18], 3: [16], 4: [19], 5: [17], 6: [14], 7: [22], 8: [16], 9: [19]}",10.045,"{0: [10.043373107910156], 1: [10.046186447143555], 2: [10.045877456665039], 3: [10.046178817749023], 4: [10.046186447143555], 5: [10.046144485473633], 6: [10.046144485473633], 7: [10.046144485473633], 8: [10.046144485473633], 9: [10.046396255493164]}",,179
106,-4.9631,0.7936,10.039,10,10,0.0,"{0: 18, 1: 21, 2: 17, 3: 21, 4: 24, 5: 19, 6: 22, 7: 18, 8: 21, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [21], 2: [17], 3: [21], 4: [24], 5: [19], 6: [22], 7: [18], 8: [21], 9: [17]}",10.039,"{0: [10.037633895874023], 1: [10.040213584899902], 2: [10.040290832519531], 3: [10.040088653564453], 4: [10.040213584899902], 5: [10.039631843566895], 6: [10.039917945861816], 7: [10.040088653564453], 8: [10.040213584899902], 9: [10.040369033813477]}",,198
107,-4.595,0.7936,10.033,10,10,0.0,"{0: 15, 1: 21, 2: 15, 3: 21, 4: 22, 5: 18, 6: 15, 7: 18, 8: 19, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [15], 1: [21], 2: [15], 3: [21], 4: [22], 5: [18], 6: [15], 7: [18], 8: [19], 9: [21]}",10.033,"{0: [10.032135963439941], 1: [10.03466796875], 2: [10.03443717956543], 3: [10.034553527832031], 4: [10.03466796875], 5: [10.034624099731445], 6: [10.034704208374023], 7: [10.034774780273438], 8: [10.034553527832031], 9: [10.034624099731445]}",,185
108,-4.205,0.7936,10.028,10,10,0.0,"{0: 24, 1: 15, 2: 24, 3: 15, 4: 15, 5: 22, 6: 23, 7: 26, 8: 22, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [24], 1: [15], 2: [24], 3: [15], 4: [15], 5: [22], 6: [23], 7: [26], 8: [22], 9: [21]}",10.028,"{0: [10.027191162109375], 1: [10.028841018676758], 2: [10.029474258422852], 3: [10.029155731201172], 4: [10.02946662902832], 5: [10.029369354248047], 6: [10.029474258422852], 7: [10.029474258422852], 8: [10.029474258422852], 9: [10.02926254272461]}",,207
109,-3.8521,0.7936,10.024,10,10,0.0,"{0: 18, 1: 18, 2: 19, 3: 23, 4: 22, 5: 19, 6: 20, 7: 15, 8: 21, 9: 25}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [18], 2: [19], 3: [23], 4: [22], 5: [19], 6: [20], 7: [15], 8: [21], 9: [25]}",10.024,"{0: [10.022732734680176], 1: [10.024748802185059], 2: [10.024846076965332], 3: [10.024816513061523], 4: [10.024816513061523], 5: [10.024816513061523], 6: [10.024816513061523], 7: [10.024778366088867], 8: [10.02487564086914], 9: [10.024846076965332]}",,200
110,-3.4826,0.7936,10.019,10,10,0.0,"{0: 18, 1: 20, 2: 15, 3: 15, 4: 16, 5: 15, 6: 16, 7: 17, 8: 17, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [20], 2: [15], 3: [15], 4: [16], 5: [15], 6: [16], 7: [17], 8: [17], 9: [18]}",10.019,"{0: [10.018827438354492], 1: [10.020683288574219], 2: [10.020418167114258], 3: [10.020505905151367], 4: [10.020567893981934], 5: [10.020391464233398], 6: [10.020541191101074], 7: [10.020541191101074], 8: [10.020628929138184], 9: [10.020541191101074]}",,167
111,-3.1378,0.7936,10.016,10,10,0.0,"{0: 20, 1: 25, 2: 23, 3: 17, 4: 20, 5: 19, 6: 18, 7: 19, 8: 14, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [25], 2: [23], 3: [17], 4: [20], 5: [19], 6: [18], 7: [19], 8: [14], 9: [21]}",10.016,"{0: [10.015263557434082], 1: [10.0169038772583], 2: [10.016983985900879], 3: [10.017007827758789], 4: [10.016983985900879], 5: [10.016952514648438], 6: [10.017032623291016], 7: [10.016983985900879], 8: [10.017017364501953], 9: [10.01687240600586]}",,196
112,-2.7635,0.7936,10.013,10,10,0.0,"{0: 20, 1: 19, 2: 20, 3: 19, 4: 20, 5: 21, 6: 16, 7: 22, 8: 19, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [19], 2: [20], 3: [19], 4: [20], 5: [21], 6: [16], 7: [22], 8: [19], 9: [20]}",10.013,"{0: [10.012118339538574], 1: [10.01362133026123], 2: [10.013408660888672], 3: [10.013521194458008], 4: [10.01362133026123], 5: [10.01362133026123], 6: [10.013642311096191], 7: [10.013408660888672], 8: [10.01362133026123], 9: [10.013500213623047]}",,196
113,-2.3992,0.7936,10.01,10,10,0.0,"{0: 21, 1: 18, 2: 22, 3: 23, 4: 18, 5: 19, 6: 14, 7: 17, 8: 19, 9: 14}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [18], 2: [22], 3: [23], 4: [18], 5: [19], 6: [14], 7: [17], 8: [19], 9: [14]}",10.01,"{0: [10.009306907653809], 1: [10.010549545288086], 2: [10.010345458984375], 3: [10.010629653930664], 4: [10.010568618774414], 5: [10.01059341430664], 6: [10.010469436645508], 7: [10.010488510131836], 8: [10.01059341430664], 9: [10.01059341430664]}",,185
114,-2.0313,0.7936,10.007,10,10,0.0,"{0: 18, 1: 22, 2: 17, 3: 19, 4: 18, 5: 18, 6: 18, 7: 17, 8: 17, 9: 24}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [22], 2: [17], 3: [19], 4: [18], 5: [18], 6: [18], 7: [17], 8: [17], 9: [24]}",10.007,"{0: [10.006954193115234], 1: [10.007944107055664], 2: [10.008012771606445], 3: [10.007944107055664], 4: [10.007905960083008], 5: [10.007944107055664], 6: [10.007974624633789], 7: [10.007890701293945], 8: [10.007997512817383], 9: [10.007997512817383]}",,188
115,-1.6779,0.7936,10.005,10,10,0.0,"{0: 23, 1: 21, 2: 15, 3: 17, 4: 14, 5: 14, 6: 18, 7: 25, 8: 19, 9: 23}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [23], 1: [21], 2: [15], 3: [17], 4: [14], 5: [14], 6: [18], 7: [25], 8: [19], 9: [23]}",10.005,"{0: [10.004940032958984], 1: [10.005821228027344], 2: [10.005878448486328], 3: [10.005809783935547], 4: [10.005788803100586], 5: [10.005809783935547], 6: [10.005867004394531], 7: [10.005853652954102], 8: [10.005853652954102], 9: [10.005853652954102]}",,189
116,-1.3175,0.7936,10.004,10,10,0.0,"{0: 19, 1: 22, 2: 18, 3: 17, 4: 20, 5: 18, 6: 17, 7: 22, 8: 20, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [22], 2: [18], 3: [17], 4: [20], 5: [18], 6: [17], 7: [22], 8: [20], 9: [18]}",10.004,"{0: [10.003372192382812], 1: [10.004101753234863], 2: [10.004110336303711], 3: [10.00399398803711], 4: [10.004101753234863], 5: [10.004101753234863], 6: [10.004057884216309], 7: [10.004101753234863], 8: [10.004110336303711], 9: [10.004101753234863]}",,191
117,-0.9631,0.7936,10.002,10,10,0.0,"{0: 21, 1: 23, 2: 20, 3: 25, 4: 19, 5: 20, 6: 24, 7: 20, 8: 19, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [23], 2: [20], 3: [25], 4: [19], 5: [20], 6: [24], 7: [20], 8: [19], 9: [21]}",10.002,"{0: [10.002214431762695], 1: [10.00273323059082], 2: [10.00273323059082], 3: [10.002705574035645], 4: [10.002705574035645], 5: [10.002705574035645], 6: [10.00273323059082], 7: [10.00273323059082], 8: [10.002739906311035], 9: [10.00273323059082]}",,212
118,-0.5897,0.7936,10.002,10,10,0.0,"{0: 20, 1: 18, 2: 20, 3: 21, 4: 25, 5: 20, 6: 17, 7: 17, 8: 18, 9: 11}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [18], 2: [20], 3: [21], 4: [25], 5: [20], 6: [17], 7: [17], 8: [18], 9: [11]}",10.002,"{0: [10.001415252685547], 1: [10.001726150512695], 2: [10.001749038696289], 3: [10.00175666809082], 4: [10.001745223999023], 5: [10.001729965209961], 6: [10.001726150512695], 7: [10.001745223999023], 8: [10.001745223999023], 9: [10.001670837402344]}",,187
119,-0.2119,0.7936,10.313,10,10,0.0,"{0: 17, 1: 28, 2: 29, 3: 39, 4: 31, 5: 25, 6: 29, 7: 27, 8: 14, 9: 27}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [17], 1: [28], 2: [29], 3: [39], 4: [31], 5: [25], 6: [29], 7: [27], 8: [14], 9: [27]}",10.313,"{0: [11.819206237792969], 1: [10.015557289123535], 2: [10.0155611038208], 3: [10.015554428100586], 4: [10.015554428100586], 5: [10.015557289123535], 6: [10.01556396484375], 7: [10.015554428100586], 8: [10.01556396484375], 9: [10.015554428100586]}",,266
120,0.0943,0.7936,11.505,10,10,0.0,"{0: 17, 1: 17, 2: 24, 3: 22, 4: 21, 5: 28, 6: 27, 7: 19, 8: 16, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [17], 1: [17], 2: [24], 3: [22], 4: [21], 5: [28], 6: [27], 7: [19], 8: [16], 9: [18]}",11.505,"{0: [12.006903648376465], 1: [12.0067138671875], 2: [11.954017639160156], 3: [11.953998565673828], 4: [11.954017639160156], 5: [11.954017639160156], 6: [11.953998565673828], 7: [11.965213775634766], 8: [12.0067138671875], 9: [12.006704330444336]}",,209
121,0.4916,0.7936,12.022,10,10,0.0,"{0: 19, 1: 17, 2: 14, 3: 19, 4: 15, 5: 16, 6: 17, 7: 17, 8: 16, 9: 13}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [17], 2: [14], 3: [19], 4: [15], 5: [16], 6: [17], 7: [17], 8: [16], 9: [13]}",12.022,"{0: [12.02220630645752], 1: [12.02181339263916], 2: [12.021800994873047], 3: [12.021810531616211], 4: [12.021775245666504], 5: [12.0217924118042], 6: [12.021822929382324], 7: [12.021810531616211], 8: [12.021795272827148], 9: [12.021820068359375]}",,163
122,0.8393,0.7936,12.023,10,10,0.0,"{0: 17, 1: 18, 2: 21, 3: 20, 4: 19, 5: 21, 6: 14, 7: 19, 8: 21, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [17], 1: [18], 2: [21], 3: [20], 4: [19], 5: [21], 6: [14], 7: [19], 8: [21], 9: [18]}",12.023,"{0: [12.023427963256836], 1: [12.022573471069336], 2: [12.022818565368652], 3: [12.022783279418945], 4: [12.02278995513916], 5: [12.022777557373047], 6: [12.02277946472168], 7: [12.022798538208008], 8: [12.022818565368652], 9: [12.022798538208008]}",,188
123,1.199,0.7936,12.024,10,10,0.0,"{0: 13, 1: 18, 2: 20, 3: 14, 4: 23, 5: 23, 6: 20, 7: 17, 8: 21, 9: 25}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [13], 1: [18], 2: [20], 3: [14], 4: [23], 5: [23], 6: [20], 7: [17], 8: [21], 9: [25]}",12.024,"{0: [12.025115013122559], 1: [12.024295806884766], 2: [12.024255752563477], 3: [12.024235725402832], 4: [12.024255752563477], 5: [12.024295806884766], 6: [12.024295806884766], 7: [12.024225234985352], 8: [12.024295806884766], 9: [12.02430534362793]}",,194
124,1.5658,0.7936,12.026,10,10,0.0,"{0: 19, 1: 23, 2: 15, 3: 19, 4: 18, 5: 22, 6: 14, 7: 18, 8: 15, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [23], 2: [15], 3: [19], 4: [18], 5: [22], 6: [14], 7: [18], 8: [15], 9: [18]}",12.026,"{0: [12.027393341064453], 1: [12.02625846862793], 2: [12.0262451171875], 3: [12.026159286499023], 4: [12.02625846862793], 5: [12.0262451171875], 6: [12.026313781738281], 7: [12.026222229003906], 8: [12.02627182006836], 9: [12.02627182006836]}",,181
125,1.9368,0.7936,12.028,10,10,0.0,"{0: 19, 1: 22, 2: 17, 3: 21, 4: 17, 5: 20, 6: 20, 7: 15, 8: 14, 9: 14}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [22], 2: [17], 3: [21], 4: [17], 5: [20], 6: [20], 7: [15], 8: [14], 9: [14]}",12.028,"{0: [12.029851913452148], 1: [12.028757095336914], 2: [12.028739929199219], 3: [12.028712272644043], 4: [12.028615951538086], 5: [12.028722763061523], 6: [12.028678894042969], 7: [12.028722763061523], 8: [12.028722763061523], 9: [12.028318405151367]}",,179
126,2.3122,0.7936,12.031,10,10,0.0,"{0: 19, 1: 23, 2: 23, 3: 23, 4: 17, 5: 17, 6: 22, 7: 20, 8: 20, 9: 25}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [23], 2: [23], 3: [23], 4: [17], 5: [17], 6: [22], 7: [20], 8: [20], 9: [25]}",12.031,"{0: [12.03330135345459], 1: [12.031862258911133], 2: [12.031862258911133], 3: [12.031862258911133], 4: [12.031760215759277], 5: [12.031925201416016], 6: [12.031862258911133], 7: [12.031883239746094], 8: [12.031574249267578], 9: [12.031790733337402]}",,209
127,2.6869,0.7936,12.035,10,10,0.0,"{0: 19, 1: 21, 2: 18, 3: 13, 4: 18, 5: 19, 6: 14, 7: 13, 8: 18, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [21], 2: [18], 3: [13], 4: [18], 5: [19], 6: [14], 7: [13], 8: [18], 9: [21]}",12.035,"{0: [12.037359237670898], 1: [12.035436630249023], 2: [12.035510063171387], 3: [12.035351753234863], 4: [12.035293579101562], 5: [12.03537654876709], 6: [12.035351753234863], 7: [12.03555965423584], 8: [12.035460472106934], 9: [12.035460472106934]}",,174
128,3.0603,0.7936,12.039,10,10,0.0,"{0: 25, 1: 21, 2: 15, 3: 19, 4: 20, 5: 16, 6: 16, 7: 15, 8: 26, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [25], 1: [21], 2: [15], 3: [19], 4: [20], 5: [16], 6: [16], 7: [15], 8: [26], 9: [20]}",12.039,"{0: [12.04151725769043], 1: [12.039501190185547], 2: [12.039529800415039], 3: [12.039472579956055], 4: [12.039472579956055], 5: [12.039558410644531], 6: [12.039312362670898], 7: [12.039379119873047], 8: [12.039472579956055], 9: [12.039125442504883]}",,193
129,3.4246,0.7936,12.043,10,10,0.0,"{0: 21, 1: 22, 2: 24, 3: 20, 4: 21, 5: 17, 6: 21, 7: 17, 8: 19, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [22], 2: [24], 3: [20], 4: [21], 5: [17], 6: [21], 7: [17], 8: [19], 9: [18]}",12.043,"{0: [12.046154022216797], 1: [12.043807029724121], 2: [12.04391098022461], 3: [12.044007301330566], 4: [12.043943405151367], 5: [12.043703079223633], 6: [12.043807029724121], 7: [12.043807029724121], 8: [12.04391098022461], 9: [12.04391098022461]}",,200
130,3.7702,0.7936,12.048,10,10,0.0,"{0: 15, 1: 16, 2: 21, 3: 21, 4: 26, 5: 24, 6: 19, 7: 16, 8: 22, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [15], 1: [16], 2: [21], 3: [21], 4: [26], 5: [24], 6: [19], 7: [16], 8: [22], 9: [20]}",12.048,"{0: [12.051307678222656], 1: [12.048606872558594], 2: [12.048791885375977], 3: [12.048803329467773], 4: [12.048837661743164], 5: [12.048803329467773], 6: [12.048803329467773], 7: [12.048803329467773], 8: [12.048686981201172], 9: [12.048803329467773]}",,200
131,4.1372,0.7936,12.053,10,10,0.0,"{0: 21, 1: 18, 2: 21, 3: 21, 4: 15, 5: 21, 6: 19, 7: 20, 8: 21, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [18], 2: [21], 3: [21], 4: [15], 5: [21], 6: [19], 7: [20], 8: [21], 9: [20]}",12.053,"{0: [12.057040214538574], 1: [12.05421257019043], 2: [12.054174423217773], 3: [12.05421257019043], 4: [12.054174423217773], 5: [12.054047584533691], 6: [12.054174423217773], 7: [12.054174423217773], 8: [12.054047584533691], 9: [12.053921699523926]}",,197
132,4.4332,0.7936,12.058,10,10,0.0,"{0: 7, 1: 17, 2: 15, 3: 13, 4: 14, 5: 14, 6: 13, 7: 14, 8: 17, 9: 9}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [7], 1: [17], 2: [15], 3: [13], 4: [14], 5: [14], 6: [13], 7: [14], 8: [17], 9: [9]}",12.058,"{0: [12.059539794921875], 1: [12.05858039855957], 2: [12.058714866638184], 3: [12.058849334716797], 4: [12.058891296386719], 5: [12.05893325805664], 6: [12.058806419372559], 7: [12.058672904968262], 8: [12.058714866638184], 9: [12.058806419372559]}",,133
133,-5.603,0.4286,10.048,10,10,0.0,"{0: 23, 1: 14, 2: 9, 3: 11, 4: 7, 5: 4, 6: 14, 7: 14, 8: 8, 9: 11}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [23], 1: [14], 2: [9], 3: [11], 4: [7], 5: [4], 6: [14], 7: [14], 8: [8], 9: [11]}",10.048,"{0: [10.048537254333496], 1: [10.04914665222168], 2: [10.04914665222168], 3: [10.049009323120117], 4: [10.048871040344238], 5: [10.048957824707031], 6: [10.049284934997559], 7: [10.049284934997559], 8: [10.049284934997559], 9: [10.04932975769043]}",,115
134,-5.3209,0.4286,10.044,10,10,0.0,"{0: 23, 1: 22, 2: 15, 3: 19, 4: 19, 5: 18, 6: 17, 7: 22, 8: 21, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [23], 1: [22], 2: [15], 3: [19], 4: [19], 5: [18], 6: [17], 7: [22], 8: [21], 9: [17]}",10.044,"{0: [10.04256820678711], 1: [10.045328140258789], 2: [10.045194625854492], 3: [10.045461654663086], 4: [10.04554557800293], 5: [10.045503616333008], 6: [10.045194625854492], 7: [10.045194625854492], 8: [10.04554557800293], 9: [10.044927597045898]}",,193
135,-4.9618,0.4286,10.038,10,10,0.0,"{0: 22, 1: 24, 2: 17, 3: 16, 4: 21, 5: 21, 6: 15, 7: 18, 8: 20, 9: 16}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [22], 1: [24], 2: [17], 3: [16], 4: [21], 5: [21], 6: [15], 7: [18], 8: [20], 9: [16]}",10.038,"{0: [10.036996841430664], 1: [10.039484024047852], 2: [10.039569854736328], 3: [10.039320945739746], 4: [10.039569854736328], 5: [10.039522171020508], 6: [10.0396089553833], 7: [10.039443969726562], 8: [10.039484024047852], 9: [10.039320945739746]}",,190
136,-4.5968,0.4286,10.033,10,10,0.0,"{0: 20, 1: 12, 2: 23, 3: 17, 4: 20, 5: 15, 6: 21, 7: 24, 8: 14, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [12], 2: [23], 3: [17], 4: [20], 5: [15], 6: [21], 7: [24], 8: [14], 9: [19]}",10.033,"{0: [10.03171157836914], 1: [10.03412914276123], 2: [10.033977508544922], 3: [10.0340576171875], 4: [10.034173965454102], 5: [10.034353256225586], 6: [10.0340576171875], 7: [10.034173965454102], 8: [10.03382682800293], 9: [10.034173965454102]}",,185
