cluster_id,azimuth,elevation,range,frames_seen,frame_count,two_range_fraction,num_points_per_frame,num_range_groups_per_frame,peak_counts_per_frame,range_mean,range_peaks_per_frame,revisit_rate_hz,sample_size
10,-1.9712,2.619,10.016,10,10,0.0,"{0: 21, 1: 19, 2: 21, 3: 21, 4: 23, 5: 16, 6: 17, 7: 21, 8: 24, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [19], 2: [21], 3: [21], 4: [23], 5: [16], 6: [17], 7: [21], 8: [24], 9: [21]}",10.016,"{0: [10.016019821166992], 1: [10.016975402832031], 2: [10.016939163208008], 3: [10.017080307006836], 4: [10.017026901245117], 5: [10.017026901245117], 6: [10.017139434814453], 7: [10.017026901245117], 8: [10.016975402832031], 9: [10.017080307006836]}",,204
11,-1.6068,2.619,10.014,10,10,0.0,"{0: 19, 1: 17, 2: 23, 3: 18, 4: 15, 5: 20, 6: 19, 7: 18, 8: 19, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [17], 2: [23], 3: [18], 4: [15], 5: [20], 6: [19], 7: [18], 8: [19], 9: [19]}",10.014,"{0: [10.01412582397461], 1: [10.014974594116211], 2: [10.014963150024414], 3: [10.01491928100586], 4: [10.014997482299805], 5: [10.014963150024414], 6: [10.014963150024414], 7: [10.014963150024414], 8: [10.014963150024414], 9: [10.014963150024414]}",,187
12,-1.2499,2.619,10.013,10,10,0.0,"{0: 19, 1: 19, 2: 24, 3: 18, 4: 22, 5: 21, 6: 17, 7: 19, 8: 17, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [19], 2: [24], 3: [18], 4: [22], 5: [21], 6: [17], 7: [19], 8: [17], 9: [20]}",10.013,"{0: [10.012605667114258], 1: [10.013307571411133], 2: [10.013280868530273], 3: [10.013245582580566], 4: [10.013289451599121], 5: [10.013111114501953], 6: [10.013280868530273], 7: [10.013280868530273], 8: [10.013289451599121], 9: [10.013211250305176]}",,196
13,-0.8844,2.619,10.012,10,10,0.0,"{0: 19, 1: 15, 2: 15, 3: 14, 4: 18, 5: 16, 6: 18, 7: 25, 8: 26, 9: 16}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [15], 2: [15], 3: [14], 4: [18], 5: [16], 6: [18], 7: [25], 8: [26], 9: [16]}",10.012,"{0: [10.011515617370605], 1: [10.011878967285156], 2: [10.011980056762695], 3: [10.011985778808594], 4: [10.011985778808594], 5: [10.011980056762695], 6: [10.011955261230469], 7: [10.011985778808594], 8: [10.011980056762695], 9: [10.011985778808594]}",,182
14,-0.5381,2.619,10.011,10,10,0.0,"{0: 18, 1: 17, 2: 17, 3: 20, 4: 18, 5: 20, 6: 20, 7: 20, 8: 22, 9: 16}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [17], 2: [17], 3: [20], 4: [18], 5: [20], 6: [20], 7: [20], 8: [22], 9: [16]}",10.011,"{0: [10.010814666748047], 1: [10.011114120483398], 2: [10.011119842529297], 3: [10.011116981506348], 4: [10.011079788208008], 5: [10.011123657226562], 6: [10.011102676391602], 7: [10.011114120483398], 8: [10.011114120483398], 9: [10.011123657226562]}",,188
15,-0.1722,2.619,10.011,10,10,0.0,"{0: 11, 1: 19, 2: 23, 3: 19, 4: 15, 5: 19, 6: 20, 7: 23, 8: 16, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [11], 1: [19], 2: [23], 3: [19], 4: [15], 5: [19], 6: [20], 7: [23], 8: [16], 9: [18]}",10.011,"{0: [10.010498046875], 1: [10.010611534118652], 2: [10.010611534118652], 3: [10.010612487792969], 4: [10.010570526123047], 5: [10.010602951049805], 6: [10.010611534118652], 7: [10.010611534118652], 8: [10.010586738586426], 9: [10.010611534118652]}",,183
16,-5.5769,2.254,10.055,10,10,0.0,"{0: 17, 1: 16, 2: 14, 3: 12, 4: 13, 5: 14, 6: 13, 7: 9, 8: 13, 9: 14}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [17], 1: [16], 2: [14], 3: [12], 4: [13], 5: [14], 6: [13], 7: [9], 8: [13], 9: [14]}",10.055,"{0: [10.055623054504395], 1: [10.056424140930176], 2: [10.056562423706055], 3: [10.056650161743164], 4: [10.056148529052734], 5: [10.056562423706055], 6: [10.056055068969727], 7: [10.0556001663208], 8: [10.056285858154297], 9: [10.05660629272461]}",,135
17,-5.2774,2.254,10.05,10,10,0.0,"{0: 22, 1: 17, 2: 20, 3: 17, 4: 22, 5: 25, 6: 23, 7: 19, 8: 22, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [22], 1: [17], 2: [20], 3: [17], 4: [22], 5: [25], 6: [23], 7: [19], 8: [22], 9: [18]}",10.05,"{0: [10.049219131469727], 1: [10.051952362060547], 2: [10.052125930786133], 3: [10.052167892456055], 4: [10.052085876464844], 5: [10.052085876464844], 6: [10.051993370056152], 7: [10.052125930786133], 8: [10.052125930786133], 9: [10.052085876464844]}",,205
18,-4.9214,2.254,10.045,10,10,0.0,"{0: 17, 1: 18, 2: 17, 3: 17, 4: 22, 5: 15, 6: 20, 7: 17, 8: 20, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [17], 1: [18], 2: [17], 3: [17], 4: [22], 5: [15], 6: [20], 7: [17], 8: [20], 9: [21]}",10.045,"{0: [10.043702125549316], 1: [10.04632568359375], 2: [10.046001434326172], 3: [10.046163558959961], 4: [10.046401977539062], 5: [10.046248435974121], 6: [10.046363830566406], 7: [10.046287536621094], 8: [10.046248435974121], 9: [10.046248435974121]}",,184
19,-4.5543,2.254,10.039,10,10,0.0,"{0: 20, 1: 20, 2: 24, 3: 18, 4: 19, 5: 25, 6: 21, 7: 17, 8: 16, 9: 16}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [20], 2: [24], 3: [18], 4: [19], 5: [25], 6: [21], 7: [17], 8: [16], 9: [16]}",10.039,"{0: [10.038293838500977], 1: [10.040942192077637], 2: [10.04090690612793], 3: [10.04090690612793], 4: [10.040678024291992], 5: [10.040678024291992], 6: [10.041013717651367], 7: [10.040969848632812], 8: [10.040977478027344], 9: [10.040792465209961]}",,196
20,-4.1821,2.254,10.034,10,10,0.0,"{0: 15, 1: 18, 2: 17, 3: 23, 4: 18, 5: 20, 6: 18, 7: 18, 8: 24, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [15], 1: [18], 2: [17], 3: [23], 4: [18], 5: [20], 6: [18], 7: [18], 8: [24], 9: [20]}",10.034,"{0: [10.03371810913086], 1: [10.035367965698242], 2: [10.03586196899414], 3: [10.035757064819336], 4: [10.035545349121094], 5: [10.03586196899414], 6: [10.035650253295898], 7: [10.035926818847656], 8: [10.035757064819336], 9: [10.035991668701172]}",,191
21,-3.8113,2.254,10.03,10,10,0.0,"{0: 19, 1: 19, 2: 15, 3: 16, 4: 14, 5: 22, 6: 18, 7: 22, 8: 15, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [19], 2: [15], 3: [16], 4: [14], 5: [22], 6: [18], 7: [22], 8: [15], 9: [19]}",10.03,"{0: [10.029168128967285], 1: [10.031235694885254], 2: [10.031294822692871], 3: [10.031139373779297], 4: [10.031139373779297], 5: [10.031294822692871], 6: [10.031294822692871], 7: [10.031235694885254], 8: [10.031235694885254], 9: [10.031235694885254]}",,179
22,-3.4617,2.254,10.026,10,10,0.0,"{0: 19, 1: 15, 2: 24, 3: 19, 4: 22, 5: 23, 6: 16, 7: 21, 8: 17, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [15], 2: [24], 3: [19], 4: [22], 5: [23], 6: [16], 7: [21], 8: [17], 9: [19]}",10.026,"{0: [10.0252685546875], 1: [10.027134895324707], 2: [10.027081489562988], 3: [10.026959419250488], 4: [10.027081489562988], 5: [10.027108192443848], 6: [10.027081489562988], 7: [10.027081489562988], 8: [10.027134895324707], 9: [10.027108192443848]}",,195
23,-3.1024,2.254,10.022,10,10,0.0,"{0: 21, 1: 26, 2: 22, 3: 14, 4: 23, 5: 15, 6: 19, 7: 18, 8: 20, 9: 15}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [26], 2: [22], 3: [14], 4: [23], 5: [15], 6: [19], 7: [18], 8: [20], 9: [15]}",10.022,"{0: [10.02176284790039], 1: [10.023490905761719], 2: [10.023490905761719], 3: [10.023490905761719], 4: [10.023468017578125], 5: [10.023309707641602], 6: [10.023515701293945], 7: [10.023515701293945], 8: [10.023490905761719], 9: [10.023387908935547]}",,193
24,-2.7455,2.254,10.019,10,10,0.0,"{0: 14, 1: 19, 2: 17, 3: 16, 4: 15, 5: 21, 6: 20, 7: 20, 8: 20, 9: 24}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [14], 1: [19], 2: [17], 3: [16], 4: [15], 5: [21], 6: [20], 7: [20], 8: [20], 9: [24]}",10.019,"{0: [10.018827438354492], 1: [10.020137786865234], 2: [10.020137786865234], 3: [10.020066261291504], 4: [10.020137786865234], 5: [10.020108222961426], 6: [10.020066261291504], 7: [10.020066261291504], 8: [10.019876480102539], 9: [10.020137786865234]}",,186
25,-2.3704,2.254,10.016,10,10,0.0,"{0: 20, 1: 15, 2: 22, 3: 24, 4: 20, 5: 21, 6: 21, 7: 22, 8: 14, 9: 22}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [15], 2: [22], 3: [24], 4: [20], 5: [21], 6: [21], 7: [22], 8: [14], 9: [22]}",10.016,"{0: [10.015905380249023], 1: [10.017179489135742], 2: [10.017038345336914], 3: [10.017143249511719], 4: [10.017143249511719], 5: [10.017179489135742], 6: [10.01716136932373], 7: [10.01716136932373], 8: [10.017082214355469], 9: [10.017143249511719]}",,201
26,-2.0039,2.254,10.014,10,10,0.0,"{0: 19, 1: 15, 2: 24, 3: 19, 4: 15, 5: 18, 6: 20, 7: 25, 8: 22, 9: 22}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [15], 2: [24], 3: [19], 4: [15], 5: [18], 6: [20], 7: [25], 8: [22], 9: [22]}",10.014,"{0: [10.013476371765137], 1: [10.014289855957031], 2: [10.014551162719727], 3: [10.014534950256348], 4: [10.014423370361328], 5: [10.014565467834473], 6: [10.014565467834473], 7: [10.014551162719727], 8: [10.014551162719727], 9: [10.014498710632324]}",,199
27,-1.6136,2.254,10.012,10,10,0.0,"{0: 16, 1: 20, 2: 20, 3: 14, 4: 18, 5: 21, 6: 23, 7: 19, 8: 27, 9: 25}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [16], 1: [20], 2: [20], 3: [14], 4: [18], 5: [21], 6: [23], 7: [19], 8: [27], 9: [25]}",10.012,"{0: [10.011411666870117], 1: [10.012182235717773], 2: [10.012346267700195], 3: [10.012251853942871], 4: [10.012323379516602], 5: [10.01226806640625], 6: [10.012346267700195], 7: [10.01226806640625], 8: [10.012323379516602], 9: [10.012311935424805]}",,203
28,-1.2148,2.254,10.01,10,10,0.0,"{0: 25, 1: 15, 2: 19, 3: 17, 4: 21, 5: 19, 6: 23, 7: 20, 8: 20, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [25], 1: [15], 2: [19], 3: [17], 4: [21], 5: [19], 6: [23], 7: [20], 8: [20], 9: [20]}",10.01,"{0: [10.009750366210938], 1: [10.01043701171875], 2: [10.01047134399414], 3: [10.010479927062988], 4: [10.01047134399414], 5: [10.010446548461914], 6: [10.01043701171875], 7: [10.010479927062988], 8: [10.010479927062988], 9: [10.01043701171875]}",,199
29,-0.8478,2.254,10.009,10,10,0.0,"{0: 18, 1: 18, 2: 12, 3: 21, 4: 21, 5: 19, 6: 16, 7: 20, 8: 20, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [18], 2: [12], 3: [21], 4: [21], 5: [19], 6: [16], 7: [20], 8: [20], 9: [17]}",10.009,"{0: [10.008699417114258], 1: [10.009178161621094], 2: [10.009166717529297], 3: [10.009166717529297], 4: [10.009172439575195], 5: [10.009166717529297], 6: [10.009166717529297], 7: [10.00912857055664], 8: [10.009166717529297], 9: [10.00914192199707]}",,182
30,-0.4879,2.254,10.008,10,10,0.0,"{0: 18, 1: 18, 2: 15, 3: 19, 4: 18, 5: 16, 6: 22, 7: 22, 8: 20, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [18], 2: [15], 3: [19], 4: [18], 5: [16], 6: [22], 7: [22], 8: [20], 9: [17]}",10.008,"{0: [10.00804328918457], 1: [10.00830078125], 2: [10.008241653442383], 3: [10.008304595947266], 4: [10.008317947387695], 5: [10.008323669433594], 6: [10.00830078125], 7: [10.00830078125], 8: [10.00830078125], 9: [10.008323669433594]}",,185
31,-0.1492,2.254,10.008,10,10,0.0,"{0: 8, 1: 21, 2: 18, 3: 21, 4: 14, 5: 20, 6: 18, 7: 18, 8: 21, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [8], 1: [21], 2: [18], 3: [21], 4: [14], 5: [20], 6: [18], 7: [18], 8: [21], 9: [21]}",10.008,"{0: [10.007768630981445], 1: [10.00784969329834], 2: [10.007842063903809], 3: [10.007856369018555], 4: [10.007828712463379], 5: [10.007856369018555], 6: [10.007856369018555], 7: [10.007842063903809], 8: [10.007856369018555], 9: [10.007856369018555]}",,180
32,-5.5731,1.8889,10.053,10,10,0.0,"{0: 23, 1: 15, 2: 15, 3: 14, 4: 16, 5: 15, 6: 15, 7: 11, 8: 17, 9: 12}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [23], 1: [15], 2: [15], 3: [14], 4: [16], 5: [15], 6: [15], 7: [11], 8: [17], 9: [12]}",10.053,"{0: [10.052995681762695], 1: [10.054201126098633], 2: [10.054201126098633], 3: [10.054201126098633], 4: [10.054061889648438], 5: [10.054061889648438], 6: [10.054061889648438], 7: [10.053924560546875], 8: [10.054201126098633], 9: [10.05396842956543]}",,153
33,-5.2505,1.8889,10.048,10,10,0.0,"{0: 21, 1: 25, 2: 19, 3: 22, 4: 18, 5: 21, 6: 17, 7: 20, 8: 19, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [25], 2: [19], 3: [22], 4: [18], 5: [21], 6: [17], 7: [20], 8: [19], 9: [18]}",10.048,"{0: [10.046607971191406], 1: [10.049553871154785], 2: [10.04951286315918], 3: [10.049116134643555], 4: [10.04946231842041], 5: [10.049198150634766], 6: [10.04959487915039], 7: [10.049545288085938], 8: [10.04951286315918], 9: [10.04951286315918]}",,200
34,-4.873,1.8889,10.042,10,10,0.0,"{0: 18, 1: 26, 2: 25, 3: 17, 4: 19, 5: 16, 6: 20, 7: 23, 8: 21, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [26], 2: [25], 3: [17], 4: [19], 5: [16], 6: [20], 7: [23], 8: [21], 9: [19]}",10.042,"{0: [10.040838241577148], 1: [10.043251037597656], 2: [10.043251037597656], 3: [10.043289184570312], 4: [10.043289184570312], 5: [10.043680191040039], 6: [10.043411254882812], 7: [10.043373107910156], 8: [10.043373107910156], 9: [10.043373107910156]}",,204
35,-4.5067,1.8889,10.036,10,10,0.0,"{0: 20, 1: 14, 2: 19, 3: 19, 4: 16, 5: 21, 6: 22, 7: 19, 8: 22, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [14], 2: [19], 3: [19], 4: [16], 5: [21], 6: [22], 7: [19], 8: [22], 9: [17]}",10.036,"{0: [10.035331726074219], 1: [10.038057327270508], 2: [10.037846565246582], 3: [10.037846565246582], 4: [10.037952423095703], 5: [10.03773307800293], 6: [10.037881851196289], 7: [10.037881851196289], 8: [10.037846565246582], 9: [10.037881851196289]}",,189
36,-4.1269,1.8889,10.031,10,10,0.0,"{0: 19, 1: 22, 2: 15, 3: 21, 4: 22, 5: 20, 6: 19, 7: 19, 8: 18, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [22], 2: [15], 3: [21], 4: [22], 5: [20], 6: [19], 7: [19], 8: [18], 9: [18]}",10.031,"{0: [10.030654907226562], 1: [10.032751083374023], 2: [10.032894134521484], 3: [10.032926559448242], 4: [10.032686233520508], 5: [10.032894134521484], 6: [10.032686233520508], 7: [10.032991409301758], 8: [10.032686233520508], 9: [10.032791137695312]}",,193
37,-3.7805,1.8889,10.027,10,10,0.0,"{0: 23, 1: 19, 2: 21, 3: 20, 4: 19, 5: 21, 6: 20, 7: 21, 8: 18, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [23], 1: [19], 2: [21], 3: [20], 4: [19], 5: [21], 6: [20], 7: [21], 8: [18], 9: [20]}",10.027,"{0: [10.026378631591797], 1: [10.028509140014648], 2: [10.028480529785156], 3: [10.028451919555664], 4: [10.028356552124023], 5: [10.028451919555664], 6: [10.028480529785156], 7: [10.028414726257324], 8: [10.028509140014648], 9: [10.028260231018066]}",,202
38,-3.4145,1.8889,10.023,10,10,0.0,"{0: 17, 1: 16, 2: 18, 3: 17, 4: 17, 5: 17, 6: 16, 7: 23, 8: 16, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [17], 1: [16], 2: [18], 3: [17], 4: [17], 5: [17], 6: [16], 7: [23], 8: [16], 9: [18]}",10.023,"{0: [10.022525787353516], 1: [10.024341583251953], 2: [10.02410888671875], 3: [10.024456024169922], 4: [10.024282455444336], 5: [10.024168968200684], 6: [10.024429321289062], 7: [10.024402618408203], 8: [10.023884773254395], 9: [10.024402618408203]}",,175
39,-3.0541,1.8889,10.02,10,10,0.0,"{0: 18, 1: 18, 2: 19, 3: 23, 4: 17, 5: 20, 6: 13, 7: 18, 8: 22, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [18], 2: [19], 3: [23], 4: [17], 5: [20], 6: [13], 7: [18], 8: [22], 9: [20]}",10.02,"{0: [10.019089698791504], 1: [10.020645141601562], 2: [10.020724296569824], 3: [10.020645141601562], 4: [10.02043628692627], 5: [10.020724296569824], 6: [10.020560264587402], 7: [10.020748138427734], 8: [10.020724296569824], 9: [10.020748138427734]}",,188
