azimuth,cluster_id,elevation,frame_count,frames_seen,num_points_per_frame,num_range_groups_per_frame,peak_counts_per_frame,range,range_mean,range_peaks_per_frame,revisit_rate_hz,sample_size,two_range_fraction
-5.6819,0,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 1, 2: 4, 3: 3, 4: 3, 5: 3, 6: 3, 7: 5, 8: 4, 9: 2}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [1], 2: [4], 3: [3], 4: [3], 5: [3], 6: [3], 7: [5], 8: [4], 9: [2]}",10.06,10.06,"{0: [10.060009002685547], 1: [10.060053825378418], 2: [10.060054779052734], 3: [10.060054779052734], 4: [10.060100555419922], 5: [10.060100555419922], 6: [10.059778213500977], 7: [10.060054779052734], 8: [10.060100555419922], 9: [10.060054779052734]}",,33,0.0
-5.6117,1,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 4, 2: 2, 3: 5, 4: 5, 5: 4, 6: 5, 7: 5, 8: 4, 9: 4}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [4], 2: [2], 3: [5], 4: [5], 5: [4], 6: [5], 7: [5], 8: [4], 9: [4]}",10.059,10.059,"{0: [10.058502197265625], 1: [10.059002876281738], 2: [10.058727264404297], 3: [10.05904769897461], 4: [10.058956146240234], 5: [10.059000968933105], 6: [10.0587739944458], 7: [10.059002876281738], 8: [10.059002876281738], 9: [10.058910369873047]}",,43,0.0
-5.5299,2,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 5, 2: 4, 3: 5, 4: 5, 5: 7, 6: 6, 7: 5, 8: 4, 9: 4}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [5], 2: [4], 3: [5], 4: [5], 5: [7], 6: [6], 7: [5], 8: [4], 9: [4]}",10.057,10.057,"{0: [10.057064056396484], 1: [10.057510375976562], 2: [10.057600975036621], 3: [10.057377815246582], 4: [10.057377815246582], 5: [10.057512283325195], 6: [10.057644844055176], 7: [10.057600975036621], 8: [10.057512283325195], 9: [10.057689666748047]}",,50,0.0
-5.4184,3,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 7, 2: 6, 3: 6, 4: 5, 5: 7, 6: 4, 7: 5, 8: 7, 9: 4}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [7], 2: [6], 3: [6], 4: [5], 5: [7], 6: [4], 7: [5], 8: [7], 9: [4]}",10.055,10.055,"{0: [10.055079460144043], 1: [10.055736541748047], 2: [10.055870056152344], 3: [10.055912971496582], 4: [10.055912971496582], 5: [10.055870056152344], 6: [10.055780410766602], 7: [10.055604934692383], 8: [10.055604934692383], 9: [10.055870056152344]}",,55,0.0
-5.3179,4,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 6, 2: 2, 3: 6, 4: 5, 5: 5, 6: 4, 7: 3, 8: 5, 9: 6}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [6], 2: [2], 3: [6], 4: [5], 5: [5], 6: [4], 7: [3], 8: [5], 9: [6]}",10.054,10.054,"{0: [10.053607940673828], 1: [10.054168701171875], 2: [10.053692817687988], 3: [10.054168701171875], 4: [10.05395221710205], 5: [10.054039001464844], 6: [10.054210662841797], 7: [10.05339241027832], 8: [10.05412483215332], 9: [10.054210662841797]}",,47,0.0
-5.2374,5,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 2, 2: 5, 3: 6, 4: 6, 5: 3, 6: 2, 7: 4, 8: 4, 9: 1}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [2], 2: [5], 3: [6], 4: [6], 5: [3], 6: [2], 7: [4], 8: [4], 9: [1]}",10.052,10.052,"{0: [10.052288055419922], 1: [10.052456855773926], 2: [10.052669525146484], 3: [10.052753448486328], 4: [10.052669525146484], 5: [10.052711486816406], 6: [10.052796363830566], 7: [10.052796363830566], 8: [10.052669525146484], 9: [10.05279541015625]}",,37,0.0
-5.1379,6,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 3, 2: 6, 3: 4, 4: 5, 5: 4, 6: 4, 7: 4, 8: 7, 9: 3}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [3], 2: [6], 3: [4], 4: [5], 5: [4], 6: [4], 7: [4], 8: [7], 9: [3]}",10.051,10.051,"{0: [10.050658226013184], 1: [10.050907135009766], 2: [10.051156997680664], 3: [10.051239013671875], 4: [10.051447868347168], 5: [10.050907135009766], 6: [10.051156997680664], 7: [10.05107307434082], 8: [10.05136489868164], 9: [10.050907135009766]}",,45,0.0
-5.0445,7,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 4, 2: 4, 3: 6, 4: 5, 5: 5, 6: 4, 7: 4, 8: 4, 9: 4}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [4], 2: [4], 3: [6], 4: [5], 5: [5], 6: [4], 7: [4], 8: [4], 9: [4]}",10.049,10.049,"{0: [10.049020767211914], 1: [10.049875259399414], 2: [10.049835205078125], 3: [10.049711227416992], 4: [10.049548149108887], 5: [10.049671173095703], 6: [10.049671173095703], 7: [10.049671173095703], 8: [10.049671173095703], 9: [10.049671173095703]}",,44,0.0
-4.9581,8,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 4, 2: 5, 3: 5, 4: 7, 5: 5, 6: 4, 7: 2, 8: 4, 9: 8}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [4], 2: [5], 3: [5], 4: [7], 5: [5], 6: [4], 7: [2], 8: [4], 9: [8]}",10.048,10.048,"{0: [10.047773361206055], 1: [10.04841423034668], 2: [10.04841423034668], 3: [10.04837417602539], 4: [10.04837417602539], 5: [10.048254013061523], 6: [10.048494338989258], 7: [10.048333168029785], 8: [10.048012733459473], 9: [10.04837417602539]}",,48,0.0
-4.8721,9,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 4, 2: 4, 3: 4, 4: 4, 5: 5, 6: 6, 7: 5, 8: 3, 9: 3}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [4], 2: [4], 3: [4], 4: [4], 5: [5], 6: [6], 7: [5], 8: [3], 9: [3]}",10.047,10.047,"{0: [10.046470642089844], 1: [10.047216415405273], 2: [10.047099113464355], 3: [10.04686164855957], 4: [10.047216415405273], 5: [10.046980857849121], 6: [10.047138214111328], 7: [10.046743392944336], 8: [10.047137260437012], 9: [10.046979904174805]}",,43,0.0
