cell_id,frame_id,num_groups,peaks,counts,n_points
225,3,1,10.030957,1,1
225,5,1,10.030957,1,1
225,7,1,10.030957,1,1
225,8,1,10.030957,1,1
225,9,1,10.030957,1,1
226,0,1,10.030626,7,7
226,1,1,10.030653,5,5
226,2,1,10.030653,5,5
226,3,1,10.030653,5,5
226,4,1,10.030626,5,5
226,5,1,10.030460,5,5
226,6,1,10.030764,3,3
226,7,1,10.030570,6,6
226,8,1,10.030708,4,4
226,9,1,10.030543,7,7
227,0,1,10.029613,8,8
227,1,1,10.029666,4,4
227,2,1,10.029666,4,4
227,3,1,10.029639,4,4
227,4,1,10.029559,5,5
227,5,1,10.029613,6,6
227,6,1,10.029613,7,7
227,7,1,10.029452,4,4
227,8,1,10.029479,4,4
227,9,1,10.029586,2,2
228,0,1,10.028343,5,5
228,1,1,10.028525,3,3
228,2,1,10.028369,1,1
228,3,1,10.028499,5,5
228,4,1,10.028551,5,5
228,5,1,10.028499,4,4
228,6,1,10.028369,3,3
228,7,1,10.028447,4,4
228,8,1,10.028629,6,6
228,9,1,10.028577,4,4
229,0,1,10.027624,5,5
229,1,1,10.027548,7,7
229,2,1,10.027649,5,5
229,3,1,10.027624,6,6
229,4,1,10.027624,8,8
229,5,1,10.027573,6,6
229,6,1,10.027473,7,7
229,7,1,10.027750,4,4
229,8,1,10.027598,5,5
229,9,1,10.027624,6,6
230,0,1,10.026651,5,5
230,1,1,10.026651,5,5
230,2,1,10.026651,4,4
230,3,1,10.026675,5,5
230,4,1,10.026675,4,4
230,5,1,10.026651,8,8
230,6,1,10.026651,7,7
230,7,1,10.026748,4,4
230,8,1,10.026651,4,4
230,9,1,10.026578,6,6
231,0,1,10.025757,6,6
231,1,1,10.025757,5,5
231,2,1,10.025757,8,8
231,3,1,10.025734,6,6
231,4,1,10.025899,2,2
231,5,1,10.025828,4,4
231,6,1,10.025640,6,6
231,7,1,10.025757,6,6
231,8,1,10.025805,7,7
231,9,1,10.025757,6,6
232,0,1,10.024779,7,7
232,1,1,10.024848,5,5
232,2,1,10.024848,4,4
232,3,1,10.024893,4,4
232,4,1,10.024848,6,6
232,5,1,10.024597,3,3
232,6,1,10.024779,5,5
232,7,1,10.024779,6,6
232,8,1,10.024779,3,3
232,9,1,10.024779,4,4
233,0,1,10.024014,4,4
233,1,1,10.023948,7,7
233,2,1,10.023904,6,6
233,3,1,10.023904,6,6
233,4,1,10.024014,6,6
233,5,1,10.024058,6,6
233,6,1,10.024036,7,7
233,7,1,10.023882,4,4
233,8,1,10.023948,4,4
233,9,1,10.023948,6,6
234,0,1,10.023231,4,4
234,1,1,10.023167,4,4
234,2,1,10.023167,7,7
234,3,1,10.022977,3,3
234,4,1,10.023167,6,6
234,5,1,10.023167,5,5
234,6,1,10.023104,3,3
234,7,1,10.023167,4,4
234,8,1,10.023125,7,7
234,9,1,10.023104,7,7
235,0,1,10.022312,4,4
235,1,1,10.022332,4,4
235,2,1,10.022230,4,4
235,3,1,10.022332,5,5
235,4,1,10.022454,5,5
235,5,1,10.022149,2,2
235,6,1,10.022352,8,8
235,7,1,10.022393,7,7
235,8,1,10.022169,5,5
235,9,1,10.022393,5,5
236,0,1,10.021609,3,3
236,1,1,10.021648,6,6
236,2,1,10.021550,5,5
236,3,1,10.021609,8,8
236,4,1,10.021550,4,4
236,5,1,10.021609,8,8
236,6,1,10.021609,5,5
236,7,1,10.021629,5,5
236,8,1,10.021609,6,6
236,9,1,10.021511,5,5
237,1,1,10.020520,2,2
237,2,1,10.020988,5,5
237,3,1,10.020895,4,4
237,4,1,10.021026,3,3
237,5,1,10.020857,6,6
237,6,1,10.020838,7,7
237,7,1,10.020838,5,5
237,8,1,10.020932,5,5
237,9,1,10.020895,6,6
238,0,1,10.020066,5,5
238,1,1,10.020173,8,8
238,2,1,10.020173,5,5
238,3,1,10.020173,5,5
238,4,1,10.019958,3,3
238,5,1,10.020173,7,7
238,6,1,10.020191,6,6
238,7,1,10.020209,5,5
238,8,1,10.020030,3,3
238,9,1,10.020191,7,7
239,0,1,10.019536,7,7
239,1,1,10.019519,5,5
239,2,1,10.019536,5,5
239,3,1,10.019519,6,6
239,4,1,10.019536,4,4
239,5,1,10.019262,4,4
239,6,1,10.019519,7,7
239,7,1,10.019467,7,7
239,8,1,10.019519,6,6
239,9,1,10.019553,4,4
240,0,1,10.018860,5,5
240,1,1,10.018876,6,6
240,2,1,10.018925,4,4
240,3,1,10.018860,6,6
240,4,1,10.018860,6,6
240,5,1,10.018860,7,7
240,6,1,10.018876,6,6
240,7,1,10.018893,4,4
240,8,1,10.018860,5,5
240,9,1,10.018893,4,4
241,0,1,10.018265,7,7
241,1,1,10.018218,6,6
241,2,1,10.018265,4,4
241,3,1,10.018311,4,4
241,4,1,10.018280,8,8
241,5,1,10.018265,6,6
241,6,1,10.018218,6,6
241,7,1,10.018234,5,5
241,8,1,10.018265,6,6
241,9,1,10.018265,4,4
242,0,1,10.017640,6,6
242,1,1,10.017596,5,5
242,2,1,10.017669,7,7
242,3,1,10.017625,7,7
242,4,1,10.017669,8,8
242,5,1,10.017625,3,3
242,6,1,10.017640,4,4
242,7,1,10.017625,6,6
242,8,1,10.017625,5,5
242,9,1,10.017669,7,7
243,0,1,10.017147,6,6
243,1,1,10.017133,5,5
243,2,1,10.017133,5,5
243,3,1,10.017133,5,5
243,4,1,10.017133,6,6
243,5,1,10.017147,6,6
243,6,1,10.017133,5,5
243,7,1,10.017092,5,5
243,8,1,10.017231,2,2
243,9,1,10.016967,3,3
