azimuth,cluster_id,elevation,frame_count,frames_seen,num_points_per_frame,num_range_groups_per_frame,peak_counts_per_frame,range,range_mean,range_peaks_per_frame,revisit_rate_hz,sample_size,two_range_fraction
-0.1844,10,0.4286,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 5, 2: 4, 3: 4, 4: 6, 5: 6, 6: 6, 7: 6, 8: 7, 9: 8}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [5], 2: [4], 3: [4], 4: [6], 5: [6], 6: [6], 7: [6], 8: [7], 9: [8]}",50.002,50.002,"{0: [50.00161361694336], 1: [50.00178146362305], 2: [50.001731872558594], 3: [50.00177001953125], 4: [50.001712799072266], 5: [50.00177001953125], 6: [50.001712799072266], 7: [50.00177001953125], 8: [50.00177001953125], 9: [50.001712799072266]}",,57,0.0
-0.0618,11,0.4286,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 7, 1: 8, 2: 6, 3: 8, 4: 8, 5: 7, 6: 7, 7: 3, 8: 10, 9: 5}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [7], 1: [8], 2: [6], 3: [8], 4: [8], 5: [7], 6: [7], 7: [3], 8: [10], 9: [5]}",50.001,50.001,"{0: [50.00143051147461], 1: [50.00149154663086], 2: [50.00149154663086], 3: [50.00148010253906], 4: [50.00149154663086], 5: [50.001441955566406], 6: [50.00149154663086], 7: [50.00144958496094], 8: [50.00149154663086], 9: [50.00146484375]}",,69,0.0
-1.114,12,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 3, 2: 1, 3: 4, 4: 1, 5: 3, 6: 1, 7: 4, 8: 2, 9: 4}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [3], 2: [1], 3: [4], 4: [1], 5: [3], 6: [1], 7: [4], 8: [2], 9: [4]}",50.009,50.009,"{0: [50.0096435546875], 1: [50.00968551635742], 2: [50.00932693481445], 3: [50.009552001953125], 4: [50.00950241088867], 5: [50.00968551635742], 6: [50.00968551635742], 7: [50.00973129272461], 8: [50.00959777832031], 9: [50.00968551635742]}",,27,0.0
-1.0422,13,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 4, 2: 5, 3: 5, 4: 4, 5: 6, 6: 6, 7: 3, 8: 6, 9: 8}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [4], 2: [5], 3: [5], 4: [4], 5: [6], 6: [6], 7: [3], 8: [6], 9: [8]}",50.008,50.008,"{0: [50.00825500488281], 1: [50.00868225097656], 2: [50.00868225097656], 3: [50.00855255126953], 4: [50.00868225097656], 5: [50.00868225097656], 6: [50.00872039794922], 7: [50.00855255126953], 8: [50.00868225097656], 9: [50.00868225097656]}",,51,0.0
-0.96,14,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 4, 2: 1, 3: 4, 4: 5, 5: 4, 6: 6, 7: 4, 8: 4, 9: 3}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [4], 2: [1], 3: [4], 4: [5], 5: [4], 6: [6], 7: [4], 8: [4], 9: [3]}",50.007,50.007,"{0: [50.00679016113281], 1: [50.007286071777344], 2: [50.00732421875], 3: [50.00736999511719], 4: [50.00736999511719], 5: [50.00732421875], 6: [50.00724792480469], 7: [50.00736999511719], 8: [50.007286071777344], 9: [50.0074462890625]}",,40,0.0
-0.8692,15,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 6, 1: 3, 2: 2, 3: 6, 4: 5, 5: 4, 6: 3, 7: 4, 8: 4, 9: 5}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [6], 1: [3], 2: [2], 3: [6], 4: [5], 5: [4], 6: [3], 7: [4], 8: [4], 9: [5]}",50.006,50.006,"{0: [50.00560760498047], 1: [50.006126403808594], 2: [50.005767822265625], 3: [50.005950927734375], 4: [50.00591278076172], 5: [50.00616455078125], 6: [50.00570297241211], 7: [50.00623321533203], 8: [50.00616455078125], 9: [50.00616455078125]}",,42,0.0
-0.7752,16,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 5, 2: 5, 3: 5, 4: 6, 5: 5, 6: 4, 7: 6, 8: 6, 9: 5}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [5], 2: [5], 3: [5], 4: [6], 5: [5], 6: [4], 7: [6], 8: [6], 9: [5]}",50.005,50.005,"{0: [50.00447082519531], 1: [50.0046501159668], 2: [50.00471496582031], 3: [50.00481033325195], 4: [50.00494384765625], 5: [50.004974365234375], 6: [50.00471496582031], 7: [50.00494384765625], 8: [50.004974365234375], 9: [50.00494384765625]}",,51,0.0
-0.6828,17,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 3, 2: 4, 3: 6, 4: 3, 5: 6, 6: 7, 7: 5, 8: 6, 9: 4}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [3], 2: [4], 3: [6], 4: [3], 5: [6], 6: [7], 7: [5], 8: [6], 9: [4]}",50.004,50.004,"{0: [50.00343704223633], 1: [50.00382614135742], 2: [50.00385284423828], 3: [50.00382614135742], 4: [50.00379180908203], 5: [50.00385284423828], 6: [50.00382614135742], 7: [50.00382614135742], 8: [50.00376510620117], 9: [50.00373840332031]}",,49,0.0
-0.5678,18,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 6, 1: 5, 2: 6, 3: 5, 4: 6, 5: 7, 6: 8, 7: 7, 8: 8, 9: 11}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [6], 1: [5], 2: [6], 3: [5], 4: [6], 5: [7], 6: [8], 7: [7], 8: [8], 9: [11]}",50.002,50.002,"{0: [50.00242614746094], 1: [50.00238037109375], 2: [50.00266647338867], 3: [50.00278091430664], 4: [50.002708435058594], 5: [50.00281524658203], 6: [50.00281524658203], 7: [50.00281524658203], 8: [50.00281524658203], 9: [50.00281524658203]}",,69,0.0
-0.4528,19,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 5, 2: 2, 3: 3, 4: 8, 5: 6, 6: 7, 7: 3, 8: 6, 9: 4}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [5], 2: [2], 3: [3], 4: [8], 5: [6], 6: [7], 7: [3], 8: [6], 9: [4]}",50.002,50.002,"{0: [50.001434326171875], 1: [50.00168991088867], 2: [50.00179672241211], 3: [50.00178527832031], 4: [50.001827239990234], 5: [50.001792907714844], 6: [50.001792907714844], 7: [50.00188064575195], 8: [50.001808166503906], 9: [50.001747131347656]}",,49,0.0
-0.3345,20,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 4, 2: 7, 3: 5, 4: 6, 5: 8, 6: 7, 7: 7, 8: 6, 9: 7}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [4], 2: [7], 3: [5], 4: [6], 5: [8], 6: [7], 7: [7], 8: [6], 9: [7]}",50.001,50.001,"{0: [50.00081253051758], 1: [50.001007080078125], 2: [50.00100326538086], 3: [50.00103759765625], 4: [50.001075744628906], 5: [50.00100326538086], 6: [50.00096130371094], 7: [50.00105285644531], 8: [50.00096130371094], 9: [50.00105285644531]}",,62,0.0
-0.2117,21,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 8, 1: 7, 2: 9, 3: 10, 4: 16, 5: 5, 6: 10, 7: 10, 8: 8, 9: 10}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [8], 1: [7], 2: [9], 3: [10], 4: [16], 5: [5], 6: [10], 7: [10], 8: [8], 9: [10]}",50.064,50.064,"{0: [50.03508377075195], 1: [50.013710021972656], 2: [50.01367950439453], 3: [50.01367950439453], 4: [50.01365280151367], 5: [50.01367950439453], 6: [50.01365280151367], 7: [50.013648986816406], 8: [50.013710021972656], 9: [50.013648986816406]}",,93,0.0
-0.1244,22,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 16, 1: 18, 2: 15, 3: 15, 4: 21, 5: 9, 6: 21, 7: 18, 8: 6, 9: 6}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [16], 1: [18], 2: [15], 3: [15], 4: [21], 5: [9], 6: [21], 7: [18], 8: [6], 9: [6]}",50.115,50.115,"{0: [50.043556213378906], 1: [50.0435676574707], 2: [50.04357147216797], 3: [50.04358673095703], 4: [50.043575286865234], 5: [50.04365158081055], 6: [50.043575286865234], 7: [50.04358673095703], 8: [50.043601989746094], 9: [50.04357147216797]}",,145,0.0
-0.0352,23,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 14, 1: 16, 2: 8, 3: 12, 4: 7, 5: 16, 6: 9, 7: 16, 8: 14, 9: 10}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [14], 1: [16], 2: [8], 3: [12], 4: [7], 5: [16], 6: [9], 7: [16], 8: [14], 9: [10]}",50.132,50.132,"{0: [50.04597854614258], 1: [50.04350280761719], 2: [50.04597854614258], 3: [50.04350280761719], 4: [50.045982360839844], 5: [50.04350280761719], 6: [50.04350662231445], 7: [50.045982360839844], 8: [50.04597854614258], 9: [50.045982360839844]}",,122,0.0
0.0607,24,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 6, 1: 6, 2: 2, 3: 4, 4: 3, 5: 6, 6: 5, 7: 5, 8: 5, 9: 5}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [6], 1: [6], 2: [2], 3: [4], 4: [3], 5: [6], 6: [5], 7: [5], 8: [5], 9: [5]}",50.46,50.46,"{0: [50.45957565307617], 1: [50.459556579589844], 2: [50.45954895019531], 3: [50.45954132080078], 4: [50.45953369140625], 5: [50.459556579589844], 6: [50.45954895019531], 7: [50.459556579589844], 8: [50.45954132080078], 9: [50.45956039428711]}",,47,0.0
0.1548,25,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 5, 2: 9, 3: 8, 4: 6, 5: 6, 6: 5, 7: 9, 8: 5, 9: 5}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [5], 2: [9], 3: [8], 4: [6], 5: [6], 6: [5], 7: [9], 8: [5], 9: [5]}",50.46,50.46,"{0: [50.459861755371094], 1: [50.459739685058594], 2: [50.45975875854492], 3: [50.45975875854492], 4: [50.45976257324219], 5: [50.45975875854492], 6: [50.45975875854492], 7: [50.45975875854492], 8: [50.45973205566406], 9: [50.45973205566406]}",,63,0.0
0.26,26,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 7, 1: 3, 2: 7, 3: 5, 4: 5, 5: 3, 6: 3, 7: 7, 8: 6, 9: 7}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [7], 1: [3], 2: [7], 3: [5], 4: [5], 5: [3], 6: [3], 7: [7], 8: [6], 9: [7]}",50.46,50.46,"{0: [50.46018981933594], 1: [50.46010971069336], 2: [50.46013641357422], 3: [50.46013641357422], 4: [50.46009063720703], 5: [50.46007537841797], 6: [50.46009063720703], 7: [50.46009063720703], 8: [50.46012878417969], 9: [50.46009063720703]}",,53,0.0
0.3707,27,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 3, 1: 7, 2: 6, 3: 9, 4: 5, 5: 7, 6: 5, 7: 6, 8: 5, 9: 7}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [3], 1: [7], 2: [6], 3: [9], 4: [5], 5: [7], 6: [5], 7: [6], 8: [5], 9: [7]}",50.461,50.461,"{0: [50.460853576660156], 1: [50.460731506347656], 2: [50.46066665649414], 3: [50.46072006225586], 4: [50.46063232421875], 5: [50.460731506347656], 6: [50.4606819152832], 7: [50.46072006225586], 8: [50.460731506347656], 9: [50.460731506347656]}",,60,0.0
0.4686,28,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 6, 1: 3, 2: 4, 3: 3, 4: 6, 5: 5, 6: 5, 7: 5, 8: 5, 9: 4}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [6], 1: [3], 2: [4], 3: [3], 4: [6], 5: [5], 6: [5], 7: [5], 8: [5], 9: [4]}",50.461,50.461,"{0: [50.461578369140625], 1: [50.4612922668457], 2: [50.461273193359375], 3: [50.46131134033203], 4: [50.461273193359375], 5: [50.46123504638672], 6: [50.461273193359375], 7: [50.461273193359375], 8: [50.46123504638672], 9: [50.461212158203125]}",,46,0.0
0.5399,29,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 2, 1: 4, 2: 4, 3: 6, 4: 3, 5: 6, 6: 5, 7: 5, 8: 3, 9: 3}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [2], 1: [4], 2: [4], 3: [6], 4: [3], 5: [6], 6: [5], 7: [5], 8: [3], 9: [3]}",50.462,50.462,"{0: [50.462158203125], 1: [50.46192932128906], 2: [50.461856842041016], 3: [50.461856842041016], 4: [50.46185302734375], 5: [50.461952209472656], 6: [50.461856842041016], 7: [50.46192932128906], 8: [50.46192932128906], 9: [50.4617919921875]}",,41,0.0
0.6263,30,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 4, 2: 5, 3: 7, 4: 5, 5: 4, 6: 6, 7: 3, 8: 4, 9: 7}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [4], 2: [5], 3: [7], 4: [5], 5: [4], 6: [6], 7: [3], 8: [4], 9: [7]}",50.463,50.463,"{0: [50.46305465698242], 1: [50.462711334228516], 2: [50.46247482299805], 3: [50.462711334228516], 4: [50.462711334228516], 5: [50.46276092529297], 6: [50.462711334228516], 7: [50.46239471435547], 8: [50.46247482299805], 9: [50.462711334228516]}",,49,0.0
0.7194,31,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 7, 1: 4, 2: 5, 3: 4, 4: 6, 5: 2, 6: 5, 7: 5, 8: 6, 9: 6}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [7], 1: [4], 2: [5], 3: [4], 4: [6], 5: [2], 6: [5], 7: [5], 8: [6], 9: [6]}",50.463,50.463,"{0: [50.4639892578125], 1: [50.4637451171875], 2: [50.463687896728516], 3: [50.463714599609375], 4: [50.463687896728516], 5: [50.46356201171875], 6: [50.463687896728516], 7: [50.463714599609375], 8: [50.463504791259766], 9: [50.463504791259766]}",,50,0.0
0.8133,32,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 6, 2: 6, 3: 5, 4: 7, 5: 4, 6: 5, 7: 5, 8: 5, 9: 2}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [6], 2: [6], 3: [5], 4: [7], 5: [4], 6: [5], 7: [5], 8: [5], 9: [2]}",50.465,50.465,"{0: [50.46509552001953], 1: [50.46531677246094], 2: [50.46466064453125], 3: [50.46462631225586], 4: [50.46482849121094], 5: [50.46485900878906], 6: [50.46452713012695], 7: [50.46462631225586], 8: [50.46472930908203], 9: [50.46495819091797]}",,49,0.0
-1.0655,33,-0.3016,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 7, 1: 6, 2: 6, 3: 4, 4: 7, 5: 6, 6: 5, 7: 6, 8: 7, 9: 8}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [7], 1: [6], 2: [6], 3: [4], 4: [7], 5: [6], 6: [5], 7: [6], 8: [7], 9: [8]}",50.009,50.009,"{0: [50.00938415527344], 1: [50.009742736816406], 2: [50.0098762512207], 3: [50.010009765625], 4: [50.010047912597656], 5: [50.009605407714844], 6: [50.00978088378906], 7: [50.010047912597656], 8: [50.010009765625], 9: [50.0098762512207]}",,62,0.0
-0.9376,34,-0.3016,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 8, 2: 8, 3: 7, 4: 10, 5: 12, 6: 6, 7: 5, 8: 7, 9: 9}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [8], 2: [8], 3: [7], 4: [10], 5: [12], 6: [6], 7: [5], 8: [7], 9: [9]}",50.007,50.007,"{0: [50.00697326660156], 1: [50.0078010559082], 2: [50.007728576660156], 3: [50.007728576660156], 4: [50.00788497924805], 5: [50.007850646972656], 6: [50.007850646972656], 7: [50.0078010559082], 8: [50.007850646972656], 9: [50.00791931152344]}",,76,0.0
-0.8176,35,-0.3016,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 8, 1: 5, 2: 4, 3: 6, 4: 5, 5: 4, 6: 4, 7: 2, 8: 2, 9: 5}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [8], 1: [5], 2: [4], 3: [6], 4: [5], 5: [4], 6: [4], 7: [2], 8: [2], 9: [5]}",50.006,50.006,"{0: [50.00559997558594], 1: [50.00602722167969], 2: [50.00605773925781], 3: [50.00616455078125], 4: [50.00613021850586], 5: [50.00602722167969], 6: [50.005924224853516], 7: [50.0057258605957], 8: [50.00605773925781], 9: [50.00613021850586]}",,45,0.0
-0.7298,36,-0.3016,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 6, 1: 6, 2: 4, 3: 7, 4: 8, 5: 8, 6: 6, 7: 4, 8: 5, 9: 6}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [6], 1: [6], 2: [4], 3: [7], 4: [8], 5: [8], 6: [6], 7: [4], 8: [5], 9: [6]}",50.005,50.005,"{0: [50.00468444824219], 1: [50.00507354736328], 2: [50.004981994628906], 3: [50.00504684448242], 4: [50.00504684448242], 5: [50.00507354736328], 6: [50.004859924316406], 7: [50.00507354736328], 8: [50.004798889160156], 9: [50.00507354736328]}",,60,0.0
