cluster_id,azimuth,elevation,range,frames_seen,frame_count,two_range_fraction,num_points_per_frame,num_range_groups_per_frame,peak_counts_per_frame,range_mean,range_peaks_per_frame,revisit_rate_hz,sample_size
301,-0.5716,-1.3968,10.003,10,10,0.0,"{0: 19, 1: 17, 2: 15, 3: 24, 4: 18, 5: 19, 6: 13, 7: 16, 8: 18, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [17], 2: [15], 3: [24], 4: [18], 5: [19], 6: [13], 7: [16], 8: [18], 9: [19]}",10.003,"{0: [10.003376007080078], 1: [10.00369644165039], 2: [10.003673553466797], 3: [10.00369930267334], 4: [10.003677368164062], 5: [10.003677368164062], 6: [10.003670692443848], 7: [10.00369644165039], 8: [10.003684043884277], 9: [10.003692626953125]}",,178
302,-0.1622,-1.3968,10.227,10,10,0.0,"{0: 29, 1: 39, 2: 37, 3: 33, 4: 38, 5: 23, 6: 32, 7: 27, 8: 29, 9: 34}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [29], 1: [39], 2: [37], 3: [33], 4: [38], 5: [23], 6: [32], 7: [27], 8: [29], 9: [34]}",10.227,"{0: [10.565581321716309], 1: [10.017398834228516], 2: [10.017398834228516], 3: [10.017398834228516], 4: [10.017400741577148], 5: [10.017400741577148], 6: [10.017398834228516], 7: [10.017398834228516], 8: [10.01740837097168], 9: [10.017402648925781]}",,321
303,0.1605,-1.3968,10.544,10,10,0.0,"{0: 20, 1: 19, 2: 19, 3: 24, 4: 18, 5: 20, 6: 21, 7: 19, 8: 23, 9: 14}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [19], 2: [19], 3: [24], 4: [18], 5: [20], 6: [21], 7: [19], 8: [23], 9: [14]}",10.544,"{0: [10.598673820495605], 1: [10.594400405883789], 2: [10.594400405883789], 3: [10.594400405883789], 4: [10.594400405883789], 5: [10.594400405883789], 6: [10.594400405883789], 7: [10.565550804138184], 8: [10.594400405883789], 9: [10.598467826843262]}",,197
304,0.5485,-1.3968,10.599,10,10,0.0,"{0: 20, 1: 20, 2: 21, 3: 20, 4: 17, 5: 17, 6: 19, 7: 17, 8: 18, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [20], 2: [21], 3: [20], 4: [17], 5: [17], 6: [19], 7: [17], 8: [18], 9: [20]}",10.599,"{0: [10.599359512329102], 1: [10.59900188446045], 2: [10.59898567199707], 3: [10.598983764648438], 4: [10.599008560180664], 5: [10.599004745483398], 6: [10.599004745483398], 7: [10.599004745483398], 8: [10.598966598510742], 9: [10.598932266235352]}",,189
305,0.9124,-1.3968,10.6,10,10,0.0,"{0: 19, 1: 24, 2: 22, 3: 21, 4: 25, 5: 19, 6: 15, 7: 18, 8: 21, 9: 14}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [24], 2: [22], 3: [21], 4: [25], 5: [19], 6: [15], 7: [18], 8: [21], 9: [14]}",10.6,"{0: [10.600523948669434], 1: [10.599945068359375], 2: [10.599945068359375], 3: [10.599945068359375], 4: [10.59989070892334], 5: [10.599950790405273], 6: [10.599956512451172], 7: [10.599945068359375], 8: [10.599956512451172], 9: [10.599831581115723]}",,198
306,1.2794,-1.3968,10.601,10,10,0.0,"{0: 15, 1: 23, 2: 24, 3: 20, 4: 18, 5: 19, 6: 23, 7: 16, 8: 21, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [15], 1: [23], 2: [24], 3: [20], 4: [18], 5: [19], 6: [23], 7: [16], 8: [21], 9: [19]}",10.601,"{0: [10.601961135864258], 1: [10.601242065429688], 2: [10.601242065429688], 3: [10.601251602172852], 4: [10.601251602172852], 5: [10.601215362548828], 6: [10.601251602172852], 7: [10.601268768310547], 8: [10.601242065429688], 9: [10.601293563842773]}",,198
307,1.6468,-1.3968,10.603,10,10,0.0,"{0: 20, 1: 13, 2: 20, 3: 23, 4: 16, 5: 18, 6: 14, 7: 16, 8: 20, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [13], 2: [20], 3: [23], 4: [16], 5: [18], 6: [14], 7: [16], 8: [20], 9: [18]}",10.603,"{0: [10.603960037231445], 1: [10.603019714355469], 2: [10.603006362915039], 3: [10.603006362915039], 4: [10.602961540222168], 5: [10.602985382080078], 6: [10.603006362915039], 7: [10.603055953979492], 8: [10.602961540222168], 9: [10.602973937988281]}",,178
308,2.0054,-1.3968,10.605,10,10,0.0,"{0: 19, 1: 18, 2: 18, 3: 22, 4: 18, 5: 24, 6: 19, 7: 20, 8: 20, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [18], 2: [18], 3: [22], 4: [18], 5: [24], 6: [19], 7: [20], 8: [20], 9: [17]}",10.605,"{0: [10.606302261352539], 1: [10.605224609375], 2: [10.605209350585938], 3: [10.605194091796875], 4: [10.605270385742188], 5: [10.60513973236084], 6: [10.604875564575195], 7: [10.605194091796875], 8: [10.6051025390625], 9: [10.605194091796875]}",,195
309,2.3722,-1.3968,10.607,10,10,0.0,"{0: 19, 1: 18, 2: 19, 3: 24, 4: 12, 5: 18, 6: 17, 7: 20, 8: 18, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [18], 2: [19], 3: [24], 4: [12], 5: [18], 6: [17], 7: [20], 8: [18], 9: [20]}",10.607,"{0: [10.609187126159668], 1: [10.607904434204102], 2: [10.607812881469727], 3: [10.60788631439209], 4: [10.607759475708008], 5: [10.60782241821289], 6: [10.607922554016113], 7: [10.60788631439209], 8: [10.607759475708008], 9: [10.60788631439209]}",,185
310,2.7628,-1.3968,10.61,10,10,0.0,"{0: 22, 1: 22, 2: 22, 3: 23, 4: 17, 5: 19, 6: 18, 7: 25, 8: 20, 9: 24}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [22], 1: [22], 2: [22], 3: [23], 4: [17], 5: [19], 6: [18], 7: [25], 8: [20], 9: [24]}",10.61,"{0: [10.612743377685547], 1: [10.611257553100586], 2: [10.611257553100586], 3: [10.61119270324707], 4: [10.611257553100586], 5: [10.61119270324707], 6: [10.61119270324707], 7: [10.61104679107666], 8: [10.61111831665039], 9: [10.61097526550293]}",,212
311,3.165,-1.3968,10.614,10,10,0.0,"{0: 17, 1: 18, 2: 17, 3: 26, 4: 20, 5: 27, 6: 24, 7: 18, 8: 22, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [17], 1: [18], 2: [17], 3: [26], 4: [20], 5: [27], 6: [24], 7: [18], 8: [22], 9: [20]}",10.614,"{0: [10.616806030273438], 1: [10.61490249633789], 2: [10.6148681640625], 3: [10.614959716796875], 4: [10.614959716796875], 5: [10.61490249633789], 6: [10.614877700805664], 7: [10.614818572998047], 8: [10.614959716796875], 9: [10.61490249633789]}",,209
312,3.5314,-1.3968,10.618,10,10,0.0,"{0: 19, 1: 19, 2: 18, 3: 20, 4: 17, 5: 24, 6: 18, 7: 15, 8: 14, 9: 22}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [19], 2: [18], 3: [20], 4: [17], 5: [24], 6: [18], 7: [15], 8: [14], 9: [22]}",10.618,"{0: [10.620584487915039], 1: [10.618724822998047], 2: [10.618907928466797], 3: [10.618844985961914], 4: [10.618936538696289], 5: [10.618936538696289], 6: [10.618936538696289], 7: [10.618816375732422], 8: [10.618907928466797], 9: [10.618907928466797]}",,186
313,3.9068,-1.3968,10.622,10,10,0.0,"{0: 22, 1: 18, 2: 12, 3: 18, 4: 22, 5: 26, 6: 21, 7: 22, 8: 25, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [22], 1: [18], 2: [12], 3: [18], 4: [22], 5: [26], 6: [21], 7: [22], 8: [25], 9: [18]}",10.622,"{0: [10.62562370300293], 1: [10.623393058776855], 2: [10.623353958129883], 3: [10.623455047607422], 4: [10.623291015625], 5: [10.623384475708008], 6: [10.623284339904785], 7: [10.623252868652344], 8: [10.623393058776855], 9: [10.623424530029297]}",,204
314,4.2849,-1.3968,10.627,10,10,0.0,"{0: 18, 1: 15, 2: 16, 3: 16, 4: 16, 5: 23, 6: 19, 7: 22, 8: 14, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [15], 2: [16], 3: [16], 4: [16], 5: [23], 6: [19], 7: [22], 8: [14], 9: [18]}",10.627,"{0: [10.63053035736084], 1: [10.628381729125977], 2: [10.628279685974121], 3: [10.627983093261719], 4: [10.628279685974121], 5: [10.628279685974121], 6: [10.628169059753418], 7: [10.628314018249512], 8: [10.628279685974121], 9: [10.628202438354492]}",,177
315,4.6486,-1.3968,10.633,10,10,0.0,"{0: 22, 1: 21, 2: 17, 3: 19, 4: 19, 5: 17, 6: 19, 7: 21, 8: 23, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [22], 1: [21], 2: [17], 3: [19], 4: [19], 5: [17], 6: [19], 7: [21], 8: [23], 9: [17]}",10.633,"{0: [10.636170387268066], 1: [10.633569717407227], 2: [10.633569717407227], 3: [10.633247375488281], 4: [10.63360595703125], 5: [10.63360595703125], 6: [10.633569717407227], 7: [10.633569717407227], 8: [10.633569717407227], 9: [10.633569717407227]}",,195
316,4.9936,-1.3968,10.638,10,10,0.0,"{0: 10, 1: 14, 2: 16, 3: 23, 4: 26, 5: 22, 6: 22, 7: 16, 8: 20, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [10], 1: [14], 2: [16], 3: [23], 4: [26], 5: [22], 6: [22], 7: [16], 8: [20], 9: [17]}",10.638,"{0: [10.640117645263672], 1: [10.639163970947266], 2: [10.639421463012695], 3: [10.639421463012695], 4: [10.639204025268555], 5: [10.639074325561523], 6: [10.639034271240234], 7: [10.639244079589844], 8: [10.63950252532959], 9: [10.639034271240234]}",,186
317,-5.5696,-1.7619,10.052,10,10,0.0,"{0: 19, 1: 9, 2: 11, 3: 15, 4: 17, 5: 13, 6: 12, 7: 13, 8: 13, 9: 10}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [9], 2: [11], 3: [15], 4: [17], 5: [13], 6: [12], 7: [13], 8: [13], 9: [10]}",10.052,"{0: [10.052328109741211], 1: [10.053298950195312], 2: [10.053534507751465], 3: [10.053534507751465], 4: [10.05349063873291], 5: [10.05349063873291], 6: [10.052982330322266], 7: [10.052938461303711], 8: [10.053214073181152], 9: [10.05349063873291]}",,132
318,-5.2623,-1.7619,10.047,10,10,0.0,"{0: 14, 1: 18, 2: 20, 3: 18, 4: 22, 5: 19, 6: 19, 7: 22, 8: 20, 9: 23}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [14], 1: [18], 2: [20], 3: [18], 4: [22], 5: [19], 6: [19], 7: [22], 8: [20], 9: [23]}",10.047,"{0: [10.046144485473633], 1: [10.048885345458984], 2: [10.04862117767334], 3: [10.048967361450195], 4: [10.048844337463379], 5: [10.048885345458984], 6: [10.048710823059082], 7: [10.04862117767334], 8: [10.048447608947754], 9: [10.048844337463379]}",,195
319,-4.8818,-1.7619,10.041,10,10,0.0,"{0: 22, 1: 22, 2: 16, 3: 17, 4: 15, 5: 17, 6: 22, 7: 16, 8: 21, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [22], 1: [22], 2: [16], 3: [17], 4: [15], 5: [17], 6: [22], 7: [16], 8: [21], 9: [19]}",10.041,"{0: [10.040246963500977], 1: [10.042823791503906], 2: [10.043015480041504], 3: [10.042861938476562], 4: [10.042213439941406], 5: [10.042861938476562], 6: [10.042823791503906], 7: [10.042655944824219], 8: [10.042770385742188], 9: [10.042900085449219]}",,187
320,-4.5032,-1.7619,10.036,10,10,0.0,"{0: 18, 1: 21, 2: 21, 3: 22, 4: 18, 5: 22, 6: 23, 7: 18, 8: 16, 9: 13}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [21], 2: [21], 3: [22], 4: [18], 5: [22], 6: [23], 7: [18], 8: [16], 9: [13]}",10.036,"{0: [10.034841537475586], 1: [10.037286758422852], 2: [10.037059783935547], 3: [10.03720760345459], 4: [10.037094116210938], 5: [10.037286758422852], 6: [10.03720760345459], 7: [10.037321090698242], 8: [10.037286758422852], 9: [10.036720275878906]}",,192
321,-4.1381,-1.7619,10.031,10,10,0.0,"{0: 18, 1: 16, 2: 16, 3: 19, 4: 19, 5: 19, 6: 21, 7: 17, 8: 16, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [16], 2: [16], 3: [19], 4: [19], 5: [19], 6: [21], 7: [17], 8: [16], 9: [21]}",10.031,"{0: [10.029914855957031], 1: [10.032386779785156], 2: [10.032186508178711], 3: [10.0322904586792], 4: [10.032186508178711], 5: [10.032354354858398], 6: [10.032186508178711], 7: [10.032354354858398], 8: [10.031906127929688], 9: [10.032386779785156]}",,182
322,-3.7736,-1.7619,10.026,10,10,0.0,"{0: 16, 1: 18, 2: 23, 3: 25, 4: 18, 5: 14, 6: 20, 7: 20, 8: 19, 9: 14}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [16], 1: [18], 2: [23], 3: [25], 4: [18], 5: [14], 6: [20], 7: [20], 8: [19], 9: [14]}",10.026,"{0: [10.02566909790039], 1: [10.027647018432617], 2: [10.027551651000977], 3: [10.027647018432617], 4: [10.027551651000977], 5: [10.02774429321289], 6: [10.027772903442383], 7: [10.02774429321289], 8: [10.027772903442383], 9: [10.02774429321289]}",,187
323,-3.4123,-1.7619,10.023,10,10,0.0,"{0: 22, 1: 18, 2: 19, 3: 17, 4: 19, 5: 28, 6: 21, 7: 17, 8: 18, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [22], 1: [18], 2: [19], 3: [17], 4: [19], 5: [28], 6: [21], 7: [17], 8: [18], 9: [21]}",10.023,"{0: [10.021818161010742], 1: [10.023548126220703], 2: [10.023720741271973], 3: [10.023720741271973], 4: [10.023521423339844], 5: [10.023720741271973], 6: [10.023608207702637], 7: [10.023773193359375], 8: [10.02369499206543], 9: [10.023720741271973]}",,200
324,-3.0483,-1.7619,10.019,10,10,0.0,"{0: 24, 1: 19, 2: 15, 3: 14, 4: 20, 5: 17, 6: 20, 7: 24, 8: 22, 9: 26}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [24], 1: [19], 2: [15], 3: [14], 4: [20], 5: [17], 6: [20], 7: [24], 8: [22], 9: [26]}",10.019,"{0: [10.018360137939453], 1: [10.019937515258789], 2: [10.019861221313477], 3: [10.020111083984375], 4: [10.019861221313477], 5: [10.02001667022705], 6: [10.019937515258789], 7: [10.019937515258789], 8: [10.02001667022705], 9: [10.020040512084961]}",,201
325,-2.6925,-1.7619,10.016,10,10,0.0,"{0: 14, 1: 19, 2: 18, 3: 17, 4: 24, 5: 18, 6: 20, 7: 17, 8: 17, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [14], 1: [19], 2: [18], 3: [17], 4: [24], 5: [18], 6: [20], 7: [17], 8: [17], 9: [19]}",10.016,"{0: [10.015295028686523], 1: [10.016570091247559], 2: [10.016708374023438], 3: [10.016227722167969], 4: [10.016708374023438], 5: [10.016708374023438], 6: [10.016611099243164], 7: [10.016791343688965], 8: [10.016708374023438], 9: [10.016639709472656]}",,183
326,-2.3449,-1.7619,10.013,10,10,0.0,"{0: 26, 1: 18, 2: 18, 3: 13, 4: 16, 5: 24, 6: 22, 7: 19, 8: 18, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [26], 1: [18], 2: [18], 3: [13], 4: [16], 5: [24], 6: [22], 7: [19], 8: [18], 9: [18]}",10.013,"{0: [10.01262092590332], 1: [10.013786315917969], 2: [10.013908386230469], 3: [10.013847351074219], 4: [10.013386726379395], 5: [10.013908386230469], 6: [10.013927459716797], 7: [10.013847351074219], 8: [10.013944625854492], 9: [10.0139799118042]}",,192
327,-1.9752,-1.7619,10.011,10,10,0.0,"{0: 22, 1: 18, 2: 17, 3: 21, 4: 20, 5: 19, 6: 21, 7: 19, 8: 20, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [22], 1: [18], 2: [17], 3: [21], 4: [20], 5: [19], 6: [21], 7: [19], 8: [20], 9: [17]}",10.011,"{0: [10.010351181030273], 1: [10.011260032653809], 2: [10.011326789855957], 3: [10.011326789855957], 4: [10.011415481567383], 5: [10.011415481567383], 6: [10.011415481567383], 7: [10.011459350585938], 8: [10.011378288269043], 9: [10.011312484741211]}",,194
328,-1.6081,-1.7619,10.009,10,10,0.0,"{0: 24, 1: 16, 2: 22, 3: 25, 4: 17, 5: 17, 6: 21, 7: 18, 8: 19, 9: 15}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [24], 1: [16], 2: [22], 3: [25], 4: [17], 5: [17], 6: [21], 7: [18], 8: [19], 9: [15]}",10.009,"{0: [10.008407592773438], 1: [10.00912857055664], 2: [10.009288787841797], 3: [10.009288787841797], 4: [10.009245872497559], 5: [10.009159088134766], 6: [10.009288787841797], 7: [10.009312629699707], 8: [10.009288787841797], 9: [10.009288787841797]}",,194
329,-1.253,-1.7619,10.007,10,10,0.0,"{0: 21, 1: 22, 2: 16, 3: 24, 4: 21, 5: 20, 6: 15, 7: 29, 8: 14, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [22], 2: [16], 3: [24], 4: [21], 5: [20], 6: [15], 7: [29], 8: [14], 9: [21]}",10.007,"{0: [10.006909370422363], 1: [10.007560729980469], 2: [10.007640838623047], 3: [10.007587432861328], 4: [10.007552146911621], 5: [10.007587432861328], 6: [10.007596969604492], 7: [10.00751781463623], 8: [10.007478713989258], 9: [10.007587432861328]}",,203
330,-0.8883,-1.7619,10.006,10,10,0.0,"{0: 20, 1: 19, 2: 17, 3: 22, 4: 21, 5: 14, 6: 24, 7: 18, 8: 19, 9: 22}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [19], 2: [17], 3: [22], 4: [21], 5: [14], 6: [24], 7: [18], 8: [19], 9: [22]}",10.006,"{0: [10.005758285522461], 1: [10.006246566772461], 2: [10.006246566772461], 3: [10.00625228881836], 4: [10.006227493286133], 5: [10.006296157836914], 6: [10.006246566772461], 7: [10.006246566772461], 8: [10.006246566772461], 9: [10.006246566772461]}",,196
331,-0.5205,-1.7619,10.005,10,10,0.0,"{0: 24, 1: 25, 2: 18, 3: 14, 4: 22, 5: 19, 6: 17, 7: 20, 8: 20, 9: 26}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [24], 1: [25], 2: [18], 3: [14], 4: [22], 5: [19], 6: [17], 7: [20], 8: [20], 9: [26]}",10.005,"{0: [10.005072593688965], 1: [10.005363464355469], 2: [10.005329132080078], 3: [10.005373001098633], 4: [10.005363464355469], 5: [10.005355834960938], 6: [10.005321502685547], 7: [10.005350112915039], 8: [10.005375862121582], 9: [10.005363464355469]}",,205
332,-0.137,-1.7619,10.274,10,10,0.0,"{0: 30, 1: 31, 2: 36, 3: 23, 4: 37, 5: 31, 6: 32, 7: 31, 8: 33, 9: 31}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [30], 1: [31], 2: [36], 3: [23], 4: [37], 5: [31], 6: [32], 7: [31], 8: [33], 9: [31]}",10.274,"{0: [10.071322441101074], 1: [10.01934814453125], 2: [10.01934814453125], 3: [10.071319580078125], 4: [10.01934814453125], 5: [10.01934814453125], 6: [10.01934814453125], 7: [10.01934814453125], 8: [10.01934814453125], 9: [10.01934814453125]}",,315
333,0.2024,-1.7619,10.519,10,10,0.0,"{0: 22, 1: 20, 2: 16, 3: 21, 4: 24, 5: 20, 6: 19, 7: 24, 8: 17, 9: 24}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [22], 1: [20], 2: [16], 3: [21], 4: [24], 5: [20], 6: [19], 7: [24], 8: [17], 9: [24]}",10.519,"{0: [10.5349702835083], 1: [10.534784317016602], 2: [10.534784317016602], 3: [10.520883560180664], 4: [10.520883560180664], 5: [10.534767150878906], 6: [10.520883560180664], 7: [10.520883560180664], 8: [10.520872116088867], 9: [10.520872116088867]}",,207
334,0.5683,-1.7619,10.535,10,10,0.0,"{0: 17, 1: 21, 2: 15, 3: 23, 4: 23, 5: 17, 6: 16, 7: 17, 8: 24, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [17], 1: [21], 2: [15], 3: [23], 4: [23], 5: [17], 6: [16], 7: [17], 8: [24], 9: [19]}",10.535,"{0: [10.535598754882812], 1: [10.535308837890625], 2: [10.535266876220703], 3: [10.535284042358398], 4: [10.53530502319336], 5: [10.535308837890625], 6: [10.53530216217041], 7: [10.535249710083008], 8: [10.53531265258789], 9: [10.535284042358398]}",,192
335,0.914,-1.7619,10.536,10,10,0.0,"{0: 15, 1: 14, 2: 19, 3: 17, 4: 21, 5: 18, 6: 21, 7: 22, 8: 22, 9: 22}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [15], 1: [14], 2: [19], 3: [17], 4: [21], 5: [18], 6: [21], 7: [22], 8: [22], 9: [22]}",10.536,"{0: [10.536691665649414], 1: [10.536136627197266], 2: [10.536163330078125], 3: [10.536190032958984], 4: [10.536169052124023], 5: [10.536208152770996], 6: [10.536136627197266], 7: [10.536163330078125], 8: [10.536195755004883], 9: [10.536195755004883]}",,191
336,1.2867,-1.7619,10.537,10,10,0.0,"{0: 22, 1: 20, 2: 16, 3: 21, 4: 19, 5: 19, 6: 17, 7: 15, 8: 22, 9: 13}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [22], 1: [20], 2: [16], 3: [21], 4: [19], 5: [19], 6: [17], 7: [15], 8: [22], 9: [13]}",10.537,"{0: [10.53827953338623], 1: [10.537447929382324], 2: [10.537525177001953], 3: [10.537456512451172], 4: [10.537552833557129], 5: [10.537490844726562], 6: [10.537482261657715], 7: [10.537552833557129], 8: [10.537482261657715], 9: [10.537534713745117]}",,184
337,1.6505,-1.7619,10.539,10,10,0.0,"{0: 20, 1: 18, 2: 21, 3: 14, 4: 19, 5: 21, 6: 23, 7: 17, 8: 22, 9: 24}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [18], 2: [21], 3: [14], 4: [19], 5: [21], 6: [23], 7: [17], 8: [22], 9: [24]}",10.539,"{0: [10.540176391601562], 1: [10.539270401000977], 2: [10.53924560546875], 3: [10.539203643798828], 4: [10.539203643798828], 5: [10.53924560546875], 6: [10.539192199707031], 7: [10.539115905761719], 8: [10.539192199707031], 9: [10.53924560546875]}",,199
338,1.9927,-1.7619,10.541,10,10,0.0,"{0: 21, 1: 21, 2: 20, 3: 20, 4: 22, 5: 19, 6: 17, 7: 19, 8: 20, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [21], 2: [20], 3: [20], 4: [22], 5: [19], 6: [17], 7: [19], 8: [20], 9: [19]}",10.541,"{0: [10.542547225952148], 1: [10.541238784790039], 2: [10.541343688964844], 3: [10.541238784790039], 4: [10.541343688964844], 5: [10.54135799407959], 6: [10.541290283203125], 7: [10.541290283203125], 8: [10.541343688964844], 9: [10.541267395019531]}",,198
339,2.3734,-1.7619,10.543,10,10,0.0,"{0: 18, 1: 25, 2: 20, 3: 23, 4: 13, 5: 15, 6: 21, 7: 23, 8: 25, 9: 23}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [25], 2: [20], 3: [23], 4: [13], 5: [15], 6: [21], 7: [23], 8: [25], 9: [23]}",10.543,"{0: [10.545252799987793], 1: [10.544099807739258], 2: [10.544036865234375], 3: [10.544036865234375], 4: [10.544010162353516], 5: [10.543806076049805], 6: [10.544099807739258], 7: [10.543975830078125], 8: [10.54405403137207], 9: [10.544099807739258]}",,206
340,2.7677,-1.7619,10.547,10,10,0.0,"{0: 16, 1: 19, 2: 12, 3: 25, 4: 16, 5: 18, 6: 25, 7: 24, 8: 19, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [16], 1: [19], 2: [12], 3: [25], 4: [16], 5: [18], 6: [25], 7: [24], 8: [19], 9: [19]}",10.547,"{0: [10.54887580871582], 1: [10.547218322753906], 2: [10.547260284423828], 3: [10.547269821166992], 4: [10.547218322753906], 5: [10.547311782836914], 6: [10.547197341918945], 7: [10.547269821166992], 8: [10.547125816345215], 9: [10.547147750854492]}",,193
