cell_id,frame_id,num_groups,peaks,counts,n_points
241,1,1,10.018762,6,6
241,2,1,10.018762,4,4
241,3,1,10.018860,5,5
241,4,1,10.018827,4,4
241,5,1,10.018876,6,6
241,6,1,10.018925,5,5
241,7,1,10.018860,5,5
241,8,1,10.018811,7,7
241,9,1,10.018942,3,3
242,0,1,10.018280,6,6
242,1,1,10.018296,5,5
242,2,1,10.018280,6,6
242,3,1,10.018218,8,8
242,4,1,10.018234,7,7
242,5,1,10.018265,5,5
242,6,1,10.018048,3,3
242,7,1,10.018280,7,7
242,8,1,10.018265,8,8
242,9,1,10.018234,5,5
243,0,1,10.017640,4,4
243,1,1,10.017581,4,4
243,2,1,10.017581,5,5
243,3,1,10.017669,8,8
243,4,1,10.017625,6,6
243,5,1,10.017669,4,4
243,6,1,10.017684,4,4
243,7,1,10.017684,6,6
243,8,1,10.017669,8,8
243,9,1,10.017684,3,3
244,0,1,10.017119,5,5
244,1,1,10.017147,8,8
244,2,1,10.017133,6,6
244,3,1,10.017133,6,6
244,4,1,10.017133,6,6
244,5,1,10.017133,6,6
244,6,1,10.017133,8,8
244,7,1,10.017022,3,3
244,8,1,10.017133,8,8
244,9,1,10.017217,2,2
245,0,1,10.016600,4,4
245,1,1,10.016613,4,4
245,2,1,10.016600,7,7
245,3,1,10.016482,2,2
245,4,1,10.016639,3,3
245,5,1,10.016574,6,6
245,6,1,10.016613,4,4
245,7,1,10.016626,4,4
245,8,1,10.016600,7,7
245,9,1,10.016574,7,7
246,0,1,10.016124,3,3
246,1,1,10.016062,7,7
246,2,1,10.016087,6,6
246,3,1,10.016062,4,4
246,4,1,10.016136,5,5
246,5,1,10.016099,4,4
246,6,1,10.016075,5,5
246,7,1,10.016136,4,4
246,8,1,10.016124,7,7
246,9,1,10.016013,5,5
247,0,1,10.015653,5,5
247,1,1,10.015619,5,5
247,2,1,10.015653,9,9
247,3,1,10.015699,3,3
247,4,1,10.015585,4,4
247,5,1,10.015653,7,7
247,6,1,10.015653,6,6
247,7,1,10.015665,6,6
247,8,1,10.015653,5,5
247,9,1,10.015630,6,6
248,0,1,10.015205,4,4
248,1,1,10.015247,5,5
248,2,1,10.015247,6,6
248,3,1,10.015151,4,4
248,4,1,10.015258,7,7
248,5,1,10.015247,4,4
248,6,1,10.015237,4,4
248,7,1,10.015237,7,7
248,8,1,10.015237,7,7
248,9,1,10.015247,5,5
249,0,1,10.014799,4,4
249,1,1,10.014829,6,6
249,2,1,10.014799,6,6
249,3,1,10.014799,5,5
249,4,1,10.014799,4,4
249,5,1,10.014799,6,6
249,6,1,10.014829,8,8
249,7,1,10.014839,7,7
249,8,1,10.014750,5,5
249,9,1,10.014829,6,6
250,0,1,10.014471,5,5
250,1,1,10.014480,7,7
250,2,1,10.014480,5,5
250,3,1,10.014480,7,7
250,4,1,10.014471,7,7
250,5,1,10.014453,5,5
250,6,1,10.014471,7,7
250,7,1,10.014480,6,6
250,8,1,10.014408,5,5
250,9,1,10.014444,6,6
251,0,1,10.014101,4,4
251,1,1,10.014126,6,6
251,2,1,10.014118,4,4
251,3,1,10.014151,5,5
251,4,1,10.014135,6,6
251,5,1,10.014101,5,5
251,6,1,10.014126,6,6
251,7,1,10.014135,4,4
251,8,1,10.014101,6,6
251,9,1,10.014143,3,3
252,0,1,10.013821,3,3
252,1,1,10.013836,3,3
252,2,1,10.013694,4,4
252,3,1,10.013768,4,4
252,4,1,10.013783,4,4
252,5,1,10.013821,2,2
252,6,1,10.013828,6,6
252,7,1,10.013783,4,4
252,8,1,10.013828,3,3
252,9,1,10.013806,6,6
253,0,1,10.013506,5,5
253,1,1,10.013532,4,4
253,2,1,10.013552,4,4
253,3,1,10.013546,5,5
253,4,1,10.013526,7,7
253,5,1,10.013526,7,7
253,6,1,10.013552,4,4
253,7,1,10.013546,4,4
253,8,1,10.013599,1,1
253,9,1,10.013552,5,5
254,0,1,10.013307,5,5
254,1,1,10.013307,7,7
254,2,1,10.013319,3,3
254,3,1,10.013307,4,4
254,4,1,10.013307,7,7
254,5,1,10.013307,7,7
254,6,1,10.013313,8,8
254,7,1,10.013278,4,4
254,8,1,10.013283,3,3
254,9,1,10.013236,4,4
255,0,1,10.013062,3,3
255,1,1,10.013092,6,6
255,2,1,10.013097,2,2
255,3,1,10.013092,3,3
255,4,1,10.013087,5,5
255,5,1,10.013087,3,3
255,6,1,10.013092,6,6
255,7,1,10.013062,6,6
255,8,1,10.013041,4,4
255,9,1,10.013087,6,6
256,0,1,10.012912,6,6
256,1,1,10.012908,4,4
256,2,1,10.012908,6,6
256,3,1,10.012908,8,8
256,4,1,10.012929,3,3
256,5,1,10.012908,6,6
256,6,1,10.012899,3,3
256,7,1,10.012908,5,5
256,8,1,10.012895,4,4
256,9,1,10.012856,4,4
257,0,1,10.012750,5,5
257,1,1,10.012743,3,3
257,2,1,10.012754,6,6
257,3,1,10.012740,6,6
257,4,1,10.012719,5,5
257,5,1,10.012736,5,5
257,6,1,10.012750,6,6
257,7,1,10.012747,5,5
257,8,1,10.012754,4,4
257,9,1,10.012750,6,6
258,0,1,10.012609,5,5
258,1,1,10.012633,6,6
258,2,1,10.012593,4,4
258,3,1,10.012635,5,5
258,4,1,10.012625,5,5
258,5,1,10.012614,5,5
258,6,1,10.012627,4,4
258,7,1,10.012635,5,5
258,8,1,10.012630,8,8
258,9,1,10.012630,10,10
259,0,1,10.012535,5,5
259,1,1,10.012535,7,7
259,2,1,10.012530,8,8
259,3,1,10.012530,6,6
259,4,1,10.012537,5,5
259,5,1,10.012535,7,7
259,6,1,10.012519,4,4
259,7,1,10.012507,3,3
259,8,1,10.012535,4,4
259,9,1,10.012535,5,5
261,0,1,10.012447,6,6
261,1,1,10.012446,7,7
261,2,1,10.012446,5,5
261,3,1,10.012445,5,5
261,4,1,10.012446,8,8
261,5,1,10.012446,9,9
261,6,1,10.012445,6,6
261,7,1,10.012447,4,4
261,8,1,10.012444,8,8
261,9,1,10.012446,8,8
262,1,1,10.012432,1,1
262,2,1,10.012432,1,1
262,3,1,10.012432,1,1
262,6,1,10.012432,1,1
262,8,1,10.012432,1,1
262,9,1,10.012432,1,1
341,0,1,10.059235,1,1
341,1,1,10.059143,3,3
341,2,1,10.059050,1,1
341,3,1,10.059143,3,3
341,4,1,10.059235,1,1
341,5,1,10.059143,3,3
341,6,1,10.058865,1,1
341,7,1,10.059189,2,2
341,9,1,10.059004,2,2
342,0,1,10.058182,7,7
342,1,1,10.058182,5,5
342,2,1,10.058455,5,5
342,3,1,10.058364,4,4
342,4,1,10.058364,4,4
342,5,1,10.058409,4,4
342,6,1,10.057635,4,4
342,7,1,10.058182,5,5
342,8,1,10.058318,6,6
342,9,1,10.058318,5,5
343,0,1,10.056643,7,7
343,1,1,10.056643,9,9
343,2,1,10.056688,6,6
343,3,1,10.056509,8,8
343,4,1,10.056375,6,6
343,5,1,10.056509,5,5
343,6,1,10.056688,6,6
343,7,1,10.056732,3,3
343,8,1,10.056688,6,6
343,9,1,10.056509,7,7
344,0,1,10.054909,5,5
344,1,1,10.054909,5,5
344,2,1,10.054909,9,9
344,3,1,10.054777,6,6
344,4,1,10.054953,7,7
344,5,1,10.054953,4,4
344,6,1,10.054777,6,6
344,7,1,10.054558,4,4
344,8,1,10.054909,6,6
344,9,1,10.054953,6,6
345,0,1,10.053294,6,6
345,1,1,10.052519,3,3
345,2,1,10.053165,8,8
345,3,1,10.053079,6,6
345,4,1,10.053294,7,7
345,5,1,10.053165,6,6
345,6,1,10.053337,6,6
345,7,1,10.053294,4,4
345,8,1,10.053165,6,6
345,9,1,10.053294,5,5
346,0,1,10.051413,5,5
346,1,1,10.051625,6,6
346,2,1,10.051540,4,4
346,3,1,10.051498,2,2
346,4,1,10.051371,3,3
346,5,1,10.051498,4,4
346,6,1,10.051413,6,6
346,7,1,10.051160,2,2
346,8,1,10.051160,2,2
346,9,1,10.051244,5,5
347,0,1,10.050195,3,3
347,1,1,10.049698,5,5
347,2,1,10.050112,4,4
347,3,1,10.049946,5,5
347,4,1,10.049988,6,6
347,5,1,10.050070,4,4
347,6,1,10.049988,5,5
347,7,1,10.049863,4,4
347,8,1,10.049946,4,4
347,9,1,10.049822,6,6
348,0,1,10.048465,4,4
348,1,1,10.048464,3,3
348,2,1,10.048546,4,4
348,3,1,10.048505,4,4
348,4,1,10.048546,6,6
348,5,1,10.048546,4,4
348,6,1,10.048505,5,5
348,7,1,10.048343,5,5
348,8,1,10.048668,4,4
348,9,1,10.048343,5,5
349,0,1,10.046852,3,3
349,1,1,10.046613,6,6
349,2,1,10.046971,5,5
349,3,1,10.046772,4,4
349,4,1,10.046971,7,7
349,5,1,10.046971,8,8
349,6,1,10.046971,6,6
349,7,1,10.046852,6,6
349,8,1,10.046374,3,3
349,9,1,10.046852,4,4
350,1,1,10.045351,4,4
350,2,1,10.045312,7,7
350,3,1,10.045429,5,5
350,4,1,10.045078,4,4
350,5,1,10.045429,6,6
350,6,1,10.045468,3,3
350,7,1,10.045351,6,6
350,8,1,10.045468,6,6
350,9,1,10.045390,3,3
351,0,1,10.043995,9,9
351,1,1,10.043957,4,4
351,2,1,10.043614,3,3
351,3,1,10.043995,5,5
351,4,1,10.043881,7,7
351,5,1,10.044034,6,6
351,6,1,10.044034,7,7
351,7,1,10.043881,5,5
351,8,1,10.043652,4,4
351,9,1,10.043881,5,5
352,0,1,10.042629,5,5
352,1,1,10.042592,5,5
352,2,1,10.042554,6,6
352,3,1,10.042405,6,6
352,4,1,10.042031,2,2
352,5,1,10.042293,3,3
352,6,1,10.042442,5,5
352,7,1,10.042517,5,5
352,8,1,10.042479,5,5
352,9,1,10.042517,3,3
353,0,1,10.040925,4,4
353,1,1,10.040815,5,5
353,2,1,10.041071,5,5
353,3,1,10.041034,7,7
353,4,1,10.041034,9,9
353,5,1,10.041034,7,7
353,6,1,10.041253,3,3
353,7,1,10.041144,5,5
353,8,1,10.040632,4,4
353,9,1,10.041180,6,6
354,0,1,10.039657,5,5
354,1,1,10.039657,5,5
354,2,1,10.039515,6,6
354,3,1,10.039765,7,7
354,4,1,10.039622,4,4
354,5,1,10.039765,7,7
354,6,1,10.039729,6,6
354,7,1,10.039515,5,5
354,8,1,10.039550,5,5
354,9,1,10.039729,6,6
355,0,1,10.038416,7,7
355,1,1,10.038311,6,6
355,2,1,10.038451,7,7
355,3,1,10.038207,8,8
355,4,1,10.038416,5,5
355,5,1,10.038102,6,6
355,6,1,10.038486,6,6
355,7,1,10.038067,3,3
355,8,1,10.038207,4,4
355,9,1,10.038416,6,6
356,0,1,10.037235,4,4
356,1,1,10.037099,5,5
356,2,1,10.037030,3,3
356,3,1,10.037065,7,7
356,4,1,10.036962,4,4
356,5,1,10.037167,4,4
356,6,1,10.036962,6,6
356,7,1,10.036962,5,5
356,8,1,10.037065,6,6
356,9,1,10.037065,5,5
357,0,1,10.035945,5,5
357,1,1,10.035812,9,9
357,2,1,10.035513,7,7
357,3,1,10.035812,6,6
357,4,1,10.035346,4,4
357,5,1,10.035812,7,7
357,6,1,10.035612,8,8
357,7,1,10.035845,3,3
357,8,1,10.035513,7,7
357,9,1,10.035745,4,4
358,0,1,10.034524,7,7
358,1,1,10.034524,5,5
358,2,1,10.034524,6,6
358,3,1,10.034589,7,7
358,4,1,10.034394,4,4
358,5,1,10.034524,6,6
358,6,1,10.034524,3,3
358,7,1,10.034556,6,6
358,8,1,10.034459,7,7
358,9,1,10.034524,4,4
359,0,1,10.033331,4,4
359,1,1,10.033331,6,6
359,2,1,10.033490,1,1
359,3,1,10.033046,6,6
359,4,1,10.033395,4,4
359,5,1,10.033363,6,6
359,6,1,10.033331,7,7
359,7,1,10.033426,4,4
359,8,1,10.033331,5,5
359,9,1,10.033331,7,7
360,0,1,10.032045,7,7
360,1,1,10.032106,6,6
360,2,1,10.032106,6,6
360,3,1,10.032137,6,6
360,4,1,10.031921,6,6
360,5,1,10.032045,5,5
360,6,1,10.031860,5,5
360,7,1,10.032106,7,7
360,8,1,10.032106,5,5
360,9,1,10.032137,5,5
361,0,1,10.030974,7,7
361,1,1,10.030974,6,6
361,2,1,10.030914,7,7
361,3,1,10.030974,7,7
361,4,1,10.030944,2,2
361,5,1,10.031004,6,6
361,6,1,10.030974,6,6
361,7,1,10.031004,5,5
361,8,1,10.031004,5,5
361,9,1,10.030884,7,7
362,0,1,10.029725,6,6
362,1,1,10.029812,6,6
362,2,1,10.029549,6,6
362,3,1,10.029725,6,6
362,4,1,10.029637,3,3
362,5,1,10.029841,4,4
362,6,1,10.029725,5,5
362,7,1,10.029666,6,6
362,8,1,10.029841,7,7
362,9,1,10.029725,3,3
363,0,1,10.028796,5,5
363,1,1,10.028768,8,8
363,2,1,10.028768,7,7
363,3,1,10.028768,5,5
363,4,1,10.028825,4,4
363,5,1,10.028740,5,5
363,6,1,10.028654,5,5
363,7,1,10.028313,4,4
363,8,1,10.028683,5,5
363,9,1,10.028796,5,5
364,0,1,10.027475,7,7
364,1,1,10.027558,4,4
364,2,1,10.027503,5,5
364,3,1,10.027641,8,8
364,4,1,10.027669,7,7
364,5,1,10.027641,5,5
364,6,1,10.027669,6,6
364,7,1,10.027586,5,5
364,8,1,10.027586,6,6
364,9,1,10.027641,6,6
365,0,1,10.026628,9,9
365,1,1,10.026468,4,4
365,2,1,10.026628,8,8
365,3,1,10.026655,5,5
365,4,1,10.026468,6,6
365,5,1,10.026628,6,6
365,6,1,10.026655,6,6
365,7,1,10.026548,5,5
365,8,1,10.026628,6,6
365,9,1,10.026628,7,7
366,0,1,10.025515,4,4
366,1,1,10.025593,6,6
366,2,1,10.025593,4,4
366,3,1,10.025437,6,6
366,4,1,10.025515,5,5
366,5,1,10.025593,7,7
366,6,1,10.025463,5,5
366,7,1,10.025593,4,4
366,8,1,10.025593,5,5
366,9,1,10.025619,4,4
367,0,1,10.024665,6,6
367,1,1,10.024489,4,4
367,2,1,10.024665,4,4
367,3,1,10.024565,5,5
367,4,1,10.024514,4,4
367,5,1,10.024640,7,7
367,6,1,10.024640,4,4
367,7,1,10.024489,7,7
367,8,1,10.024640,4,4
367,9,1,10.024690,8,8
368,0,1,10.023668,5,5
368,1,1,10.023570,5,5
368,2,1,10.023497,3,3
368,3,1,10.023668,5,5
368,4,1,10.023668,6,6
368,5,1,10.023473,3,3
368,6,1,10.023668,7,7
368,7,1,10.023692,3,3
368,8,1,10.023716,6,6
368,9,1,10.023619,4,4
369,0,1,10.022727,5,5
369,1,1,10.022798,5,5
369,2,1,10.022845,5,5
369,3,1,10.022774,8,8
369,4,1,10.022704,4,4
369,5,1,10.022704,6,6
369,6,1,10.022822,6,6
369,7,1,10.022751,5,5
369,8,1,10.022774,6,6
369,9,1,10.022822,4,4
370,0,1,10.021910,4,4
370,1,1,10.021660,3,3
370,2,1,10.021865,4,4
370,3,1,10.021819,5,5
370,4,1,10.021910,5,5
370,5,1,10.021865,7,7
370,6,1,10.021865,6,6
370,7,1,10.021888,4,4
370,8,1,10.021797,5,5
370,9,1,10.021910,4,4
371,0,1,10.021031,6,6
371,1,1,10.020966,4,4
371,2,1,10.020856,3,3
371,3,1,10.020922,5,5
371,4,1,10.020966,6,6
371,5,1,10.021031,6,6
371,6,1,10.020768,5,5
371,7,1,10.020966,3,3
371,8,1,10.021031,8,8
371,9,1,10.020922,4,4
372,0,1,10.020185,6,6
372,1,1,10.020206,6,6
372,2,1,10.020185,6,6
372,3,1,10.020185,5,5
372,4,1,10.020185,7,7
372,5,1,10.020185,7,7
372,6,1,10.020185,8,8
372,7,1,10.020185,4,4
372,8,1,10.020121,4,4
372,9,1,10.020185,4,4
373,0,1,10.019431,5,5
373,1,1,10.019269,4,4
373,2,1,10.019411,4,4
373,3,1,10.019411,7,7
373,4,1,10.019411,6,6
373,5,1,10.019330,5,5
373,6,1,10.019411,5,5
373,7,1,10.019391,5,5
373,8,1,10.019391,5,5
373,9,1,10.019411,6,6
374,0,1,10.018588,6,6
374,1,1,10.018569,6,6
374,2,1,10.018666,6,6
374,3,1,10.018627,5,5
374,4,1,10.018647,5,5
374,5,1,10.018510,2,2
374,6,1,10.018627,9,9
374,7,1,10.018569,7,7
374,8,1,10.018627,8,8
374,9,1,10.018647,5,5
375,0,1,10.017913,6,6
375,1,1,10.017913,7,7
375,2,1,10.017913,8,8
375,3,1,10.017857,6,6
375,4,1,10.017913,9,9
375,5,1,10.017857,5,5
375,6,1,10.017857,6,6
375,7,1,10.017913,6,6
375,8,1,10.017838,6,6
375,9,1,10.017857,5,5
376,0,1,10.017138,7,7
376,1,1,10.017210,6,6
376,2,1,10.016977,4,4
376,3,1,10.017085,3,3
376,4,1,10.017192,6,6
376,5,1,10.017192,2,2
376,6,1,10.017210,7,7
376,7,1,10.017085,3,3
376,8,1,10.017192,5,5
376,9,1,10.017228,6,6
377,0,1,10.016537,6,6
377,1,1,10.016572,6,6
377,2,1,10.016589,7,7
377,3,1,10.016537,6,6
377,4,1,10.016555,5,5
377,5,1,10.016537,6,6
377,6,1,10.016537,4,4
377,7,1,10.016486,5,5
377,8,1,10.016537,7,7
377,9,1,10.016503,6,6
378,0,1,10.015895,3,3
378,1,1,10.015798,4,4
378,2,1,10.015879,5,5
378,3,1,10.015928,4,4
378,4,1,10.015912,3,3
378,5,1,10.015879,6,6
378,6,1,10.015830,5,5
378,7,1,10.015684,4,4
378,8,1,10.015912,5,5
378,9,1,10.015879,6,6
379,0,1,10.015253,5,5
379,1,1,10.015284,6,6
379,2,1,10.015269,4,4
379,3,1,10.015284,5,5
379,4,1,10.015052,5,5
379,5,1,10.015191,5,5
379,6,1,10.015284,9,9
379,7,1,10.015284,9,9
379,8,1,10.015238,6,6
379,9,1,10.015300,7,7
380,0,1,10.014689,4,4
380,1,1,10.014689,8,8
380,2,1,10.014689,7,7
380,3,1,10.014703,6,6
380,4,1,10.014689,8,8
380,5,1,10.014703,8,8
380,6,1,10.014615,4,4
380,7,1,10.014644,8,8
380,8,1,10.014644,4,4
380,9,1,10.014644,6,6
381,0,1,10.014070,5,5
381,1,1,10.014153,7,7
381,2,1,10.014153,6,6
381,3,1,10.014153,8,8
381,4,1,10.014153,7,7
381,5,1,10.014111,6,6
381,6,1,10.014070,4,4
381,7,1,10.014083,5,5
381,8,1,10.014167,7,7
381,9,1,10.014153,6,6
382,0,1,10.013633,5,5
382,1,1,10.013620,7,7
382,2,1,10.013607,5,5
382,3,1,10.013620,7,7
382,4,1,10.013620,5,5
382,5,1,10.013620,6,6
382,6,1,10.013607,3,3
382,7,1,10.013607,4,4
382,8,1,10.013646,5,5
382,9,1,10.013646,6,6
383,0,1,10.013156,4,4
383,1,1,10.013033,5,5
383,2,1,10.013156,4,4
383,3,1,10.013144,4,4
383,4,1,10.013144,9,9
383,5,1,10.013181,3,3
383,6,1,10.013107,5,5
383,7,1,10.013107,5,5
383,8,1,10.013168,6,6
383,9,1,10.013144,8,8
384,0,1,10.012697,6,6
384,1,1,10.012708,4,4
384,2,1,10.012674,6,6
384,3,1,10.012674,6,6
384,4,1,10.012720,4,4
384,5,1,10.012685,4,4
384,6,1,10.012501,3,3
384,7,1,10.012685,4,4
384,8,1,10.012685,5,5
384,9,1,10.012674,8,8
385,0,1,10.012171,5,5
385,1,1,10.012225,7,7
385,2,1,10.012268,5,5
385,3,1,10.012225,4,4
385,4,1,10.012129,2,2
385,5,1,10.012257,6,6
385,6,1,10.012268,6,6
385,7,1,10.012225,6,6
385,8,1,10.012257,4,4
385,9,1,10.012289,6,6
386,0,1,10.011889,1,1
386,1,1,10.011859,4,4
386,2,1,10.011849,6,6
386,3,1,10.011849,3,3
386,4,1,10.011859,4,4
386,5,1,10.011760,3,3
386,6,1,10.011849,7,7
386,7,1,10.011820,5,5
386,8,1,10.011849,7,7
386,9,1,10.011830,6,6
387,0,1,10.011474,6,6
387,1,1,10.011474,3,3
387,2,1,10.011428,1,1
387,3,1,10.011492,7,7
387,4,1,10.011419,4,4
387,5,1,10.011501,8,8
387,6,1,10.011492,7,7
387,7,1,10.011492,8,8
387,8,1,10.011356,4,4
387,9,1,10.011501,7,7
388,0,1,10.011147,6,6
388,1,1,10.011114,4,4
388,2,1,10.011122,7,7
388,3,1,10.011147,3,3
388,4,1,10.011163,4,4
388,5,1,10.011147,4,4
388,6,1,10.011147,5,5
388,7,1,10.011147,6,6
388,8,1,10.011130,4,4
388,9,1,10.011130,6,6
389,0,1,10.010812,2,2
389,1,1,10.010826,6,6
389,2,1,10.010849,7,7
389,3,1,10.010849,7,7
389,4,1,10.010849,9,9
389,5,1,10.010849,7,7
389,6,1,10.010849,7,7
389,7,1,10.010826,5,5
389,8,1,10.010864,6,6
389,9,1,10.010849,8,8
390,0,1,10.010546,5,5
390,1,1,10.010586,3,3
390,2,1,10.010566,8,8
390,3,1,10.010566,8,8
390,4,1,10.010573,6,6
390,5,1,10.010553,4,4
390,6,1,10.010546,5,5
390,7,1,10.010546,7,7
390,8,1,10.010526,5,5
390,9,1,10.010566,5,5
391,0,1,10.010340,5,5
391,1,1,10.010316,6,6
391,2,1,10.010240,3,3
391,3,1,10.010328,6,6
391,4,1,10.010340,5,5
391,5,1,10.010316,8,8
391,6,1,10.010310,4,4
391,7,1,10.010328,9,9
391,8,1,10.010328,8,8
391,9,1,10.010328,6,6
392,0,1,10.010093,6,6
392,1,1,10.010077,6,6
392,2,1,10.010093,4,4
392,3,1,10.010093,5,5
392,4,1,10.010032,4,4
392,5,1,10.010108,6,6
392,6,1,10.010108,6,6
392,7,1,10.010128,3,3
392,8,1,10.010103,2,2
392,9,1,10.010113,7,7
393,0,1,10.009933,1,1
393,1,1,10.009933,5,5
393,2,1,10.009929,8,8
393,3,1,10.009916,6,6
393,4,1,10.009924,5,5
393,5,1,10.009950,1,1
393,6,1,10.009894,4,4
393,7,1,10.009916,9,9
393,8,1,10.009916,5,5
393,9,1,10.009929,4,4
394,0,1,10.009771,4,4
394,1,1,10.009740,3,3
394,2,1,10.009778,5,5
394,3,1,10.009740,5,5
394,4,1,10.009761,4,4
394,5,1,10.009761,5,5
394,6,1,10.009771,7,7
394,7,1,10.009750,2,2
394,8,1,10.009771,7,7
394,9,1,10.009771,6,6
395,0,1,10.009662,4,4
395,1,1,10.009651,5,5
395,2,1,10.009651,6,6
395,3,1,10.009651,8,8
395,4,1,10.009651,5,5
395,5,1,10.009646,7,7
395,6,1,10.009643,5,5
395,7,1,10.009651,8,8
395,8,1,10.009651,6,6
395,9,1,10.009627,4,4
396,0,1,10.009556,6,6
396,1,1,10.009555,5,5
396,2,1,10.009560,5,5
396,3,1,10.009542,4,4
396,4,1,10.009556,5,5
396,5,1,10.009558,7,7
396,6,1,10.009556,6,6
396,7,1,10.009551,6,6
396,8,1,10.009542,5,5
396,9,1,10.009551,5,5
398,0,1,10.009466,6,6
398,1,1,10.009467,7,7
398,2,1,10.009465,6,6
398,3,1,10.009467,5,5
398,4,1,10.009465,4,4
398,5,1,10.009467,4,4
398,6,1,10.009467,7,7
398,7,1,10.009467,9,9
398,8,1,10.009466,8,8
398,9,1,10.009465,5,5
399,1,1,10.009453,1,1
399,2,1,10.009453,1,1
399,3,1,10.009453,1,1
399,5,1,10.009453,1,1
399,6,1,10.009453,1,1
399,7,1,10.009453,1,1
399,9,1,10.009453,1,1
478,0,1,10.056420,2,2
