azimuth,cluster_id,elevation,frame_count,frames_seen,num_points_per_frame,num_range_groups_per_frame,peak_counts_per_frame,range,range_mean,range_peaks_per_frame,revisit_rate_hz,sample_size,two_range_fraction
-4.4037,14,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 5, 2: 4, 3: 5, 4: 4, 5: 5, 6: 3, 7: 5, 8: 3, 9: 5}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [5], 2: [4], 3: [5], 4: [4], 5: [5], 6: [3], 7: [5], 8: [3], 9: [5]}",10.04,10.04,"{0: [10.039911270141602], 1: [10.040443420410156], 2: [10.040265083312988], 3: [10.040372848510742], 4: [10.040300369262695], 5: [10.040372848510742], 6: [10.040229797363281], 7: [10.040265083312988], 8: [10.040336608886719], 9: [10.040372848510742]}",,44,0.0
-4.3154,15,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 3, 1: 6, 2: 4, 3: 5, 4: 3, 5: 7, 6: 3, 7: 3, 8: 4, 9: 6}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [3], 1: [6], 2: [4], 3: [5], 4: [3], 5: [7], 6: [3], 7: [3], 8: [4], 9: [6]}",10.039,10.039,"{0: [10.038962364196777], 1: [10.039278030395508], 2: [10.039068222045898], 3: [10.039173126220703], 4: [10.039347648620605], 5: [10.039278030395508], 6: [10.039277076721191], 7: [10.039278030395508], 8: [10.03913688659668], 9: [10.039312362670898]}",,44,0.0
-4.2238,16,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 8, 2: 4, 3: 7, 4: 2, 5: 5, 6: 4, 7: 6, 8: 4, 9: 5}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [8], 2: [4], 3: [7], 4: [2], 5: [5], 6: [4], 7: [6], 8: [4], 9: [5]}",10.038,10.038,"{0: [10.03748607635498], 1: [10.03792953491211], 2: [10.037996292114258], 3: [10.037860870361328], 4: [10.0379638671875], 5: [10.0379638671875], 6: [10.03792953491211], 7: [10.03792953491211], 8: [10.038030624389648], 9: [10.038030624389648]}",,49,0.0
-4.1257,17,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 3, 1: 4, 2: 7, 3: 5, 4: 5, 5: 5, 6: 4, 7: 4, 8: 6, 9: 4}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [3], 1: [4], 2: [7], 3: [5], 4: [5], 5: [5], 6: [4], 7: [4], 8: [6], 9: [4]}",10.036,10.036,"{0: [10.036247253417969], 1: [10.036779403686523], 2: [10.036746978759766], 3: [10.036645889282227], 4: [10.036812782287598], 5: [10.036678314208984], 6: [10.036545753479004], 7: [10.036746978759766], 8: [10.036678314208984], 9: [10.036645889282227]}",,47,0.0
-4.0384,18,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 6, 2: 6, 3: 7, 4: 1, 5: 9, 6: 5, 7: 4, 8: 5, 9: 6}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [6], 2: [6], 3: [7], 4: [1], 5: [9], 6: [5], 7: [4], 8: [5], 9: [6]}",10.035,10.035,"{0: [10.035199165344238], 1: [10.035655975341797], 2: [10.035720825195312], 3: [10.035655975341797], 4: [10.035654067993164], 5: [10.035655975341797], 6: [10.035655975341797], 7: [10.035622596740723], 8: [10.035655975341797], 9: [10.035590171813965]}",,53,0.0
-3.9438,19,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 7, 2: 3, 3: 2, 4: 4, 5: 7, 6: 3, 7: 4, 8: 3, 9: 6}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [7], 2: [3], 3: [2], 4: [4], 5: [7], 6: [3], 7: [4], 8: [3], 9: [6]}",10.034,10.034,"{0: [10.034141540527344], 1: [10.034524917602539], 2: [10.034299850463867], 3: [10.034459114074707], 4: [10.034363746643066], 5: [10.034492492675781], 6: [10.034523010253906], 7: [10.034109115600586], 8: [10.034523010253906], 9: [10.034492492675781]}",,43,0.0
-3.8532,20,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 1, 2: 4, 3: 2, 4: 4, 5: 4, 6: 6, 7: 7, 8: 2, 9: 3}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [1], 2: [4], 3: [2], 4: [4], 5: [4], 6: [6], 7: [7], 8: [2], 9: [3]}",10.033,10.033,"{0: [10.032891273498535], 1: [10.033479690551758], 2: [10.033449172973633], 3: [10.032920837402344], 4: [10.033324241638184], 5: [10.033293724060059], 6: [10.033388137817383], 7: [10.033388137817383], 8: [10.032827377319336], 9: [10.03338623046875]}",,37,0.0
-3.7725,21,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 5, 2: 3, 3: 2, 4: 6, 5: 4, 6: 5, 7: 2, 8: 4, 9: 4}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [5], 2: [3], 3: [2], 4: [6], 5: [4], 6: [5], 7: [2], 8: [4], 9: [4]}",10.032,10.032,"{0: [10.031974792480469], 1: [10.032400131225586], 2: [10.032246589660645], 3: [10.032367706298828], 4: [10.032400131225586], 5: [10.032430648803711], 6: [10.032430648803711], 7: [10.032581329345703], 8: [10.032430648803711], 9: [10.032461166381836]}",,40,0.0
-3.6802,22,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 2, 2: 3, 3: 4, 4: 3, 5: 2, 6: 4, 7: 7, 8: 6, 9: 4}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [2], 2: [3], 3: [4], 4: [3], 5: [2], 6: [4], 7: [7], 8: [6], 9: [4]}",10.031,10.031,"{0: [10.030988693237305], 1: [10.031612396240234], 2: [10.031136512756348], 3: [10.03134536743164], 4: [10.031403541564941], 5: [10.031343460083008], 6: [10.031405448913574], 7: [10.031405448913574], 8: [10.031435012817383], 9: [10.031405448913574]}",,40,0.0
-3.5883,23,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 2, 1: 5, 2: 3, 3: 6, 4: 4, 5: 7, 6: 5, 7: 5, 8: 4, 9: 4}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [2], 1: [5], 2: [3], 3: [6], 4: [4], 5: [7], 6: [5], 7: [5], 8: [4], 9: [4]}",10.03,10.03,"{0: [10.030082702636719], 1: [10.030431747436523], 2: [10.030200004577637], 3: [10.030345916748047], 4: [10.030374526977539], 5: [10.030345916748047], 6: [10.030403137207031], 7: [10.030171394348145], 8: [10.03028678894043], 9: [10.030258178710938]}",,45,0.0
-3.4974,24,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 3, 1: 6, 2: 5, 3: 2, 4: 4, 5: 7, 6: 6, 7: 5, 8: 7, 9: 6}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [3], 1: [6], 2: [5], 3: [2], 4: [4], 5: [7], 6: [6], 7: [5], 8: [7], 9: [6]}",10.029,10.029,"{0: [10.02892017364502], 1: [10.029370307922363], 2: [10.029256820678711], 3: [10.029397964477539], 4: [10.029370307922363], 5: [10.029342651367188], 6: [10.029342651367188], 7: [10.029342651367188], 8: [10.029370307922363], 9: [10.029342651367188]}",,51,0.0
-3.4134,25,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 4, 2: 4, 3: 5, 4: 5, 5: 7, 6: 4, 7: 5, 8: 3, 9: 6}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [4], 2: [4], 3: [5], 4: [5], 5: [7], 6: [4], 7: [5], 8: [3], 9: [6]}",10.028,10.028,"{0: [10.02806282043457], 1: [10.028364181518555], 2: [10.028501510620117], 3: [10.028448104858398], 4: [10.028474807739258], 5: [10.028448104858398], 6: [10.02853012084961], 7: [10.028474807739258], 8: [10.028448104858398], 9: [10.028448104858398]}",,47,0.0
-3.3223,26,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 2, 1: 6, 2: 2, 3: 3, 4: 4, 5: 5, 6: 5, 7: 5, 8: 4, 9: 5}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [2], 1: [6], 2: [2], 3: [3], 4: [4], 5: [5], 6: [5], 7: [5], 8: [4], 9: [5]}",10.027,10.027,"{0: [10.027252197265625], 1: [10.027547836303711], 2: [10.027547836303711], 3: [10.02743911743164], 4: [10.027145385742188], 5: [10.027494430541992], 6: [10.027547836303711], 7: [10.027547836303711], 8: [10.027225494384766], 9: [10.02757453918457]}",,41,0.0
-3.2347,27,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 6, 2: 7, 3: 4, 4: 3, 5: 6, 6: 4, 7: 5, 8: 6, 9: 2}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [6], 2: [7], 3: [4], 4: [3], 5: [6], 6: [4], 7: [5], 8: [6], 9: [2]}",10.026,10.026,"{0: [10.026357650756836], 1: [10.026619911193848], 2: [10.026619911193848], 3: [10.026619911193848], 4: [10.026697158813477], 5: [10.026619911193848], 6: [10.026619911193848], 7: [10.02664566040039], 8: [10.026619911193848], 9: [10.026619911193848]}",,48,0.0
-3.1402,28,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 9, 2: 8, 3: 4, 4: 7, 5: 5, 6: 6, 7: 7, 8: 8, 9: 5}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [9], 2: [8], 3: [4], 4: [7], 5: [5], 6: [6], 7: [7], 8: [8], 9: [5]}",10.026,10.026,"{0: [10.025337219238281], 1: [10.02574348449707], 2: [10.02574348449707], 3: [10.025285720825195], 4: [10.02574348449707], 5: [10.025793075561523], 6: [10.02574348449707], 7: [10.025716781616211], 8: [10.02574348449707], 9: [10.025766372680664]}",,63,0.0
-3.0338,29,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 8, 2: 6, 3: 7, 4: 6, 5: 8, 6: 7, 7: 7, 8: 6, 9: 4}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [8], 2: [6], 3: [7], 4: [6], 5: [8], 6: [7], 7: [7], 8: [6], 9: [4]}",10.025,10.025,"{0: [10.024349212646484], 1: [10.024667739868164], 2: [10.024742126464844], 3: [10.024742126464844], 4: [10.024791717529297], 5: [10.02476692199707], 6: [10.024742126464844], 7: [10.02476692199707], 8: [10.024618148803711], 9: [10.024642944335938]}",,63,0.0
-2.9383,30,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 6, 1: 5, 2: 6, 3: 5, 4: 8, 5: 6, 6: 4, 7: 4, 8: 6, 9: 6}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [6], 1: [5], 2: [6], 3: [5], 4: [8], 5: [6], 6: [4], 7: [4], 8: [6], 9: [6]}",10.024,10.024,"{0: [10.023538589477539], 1: [10.023750305175781], 2: [10.023822784423828], 3: [10.023822784423828], 4: [10.023822784423828], 5: [10.023822784423828], 6: [10.023679733276367], 7: [10.023797988891602], 8: [10.023822784423828], 9: [10.023845672607422]}",,56,0.0
-2.8542,31,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 6, 1: 5, 2: 2, 3: 6, 4: 3, 5: 4, 6: 5, 7: 3, 8: 6, 9: 4}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [6], 1: [5], 2: [2], 3: [6], 4: [3], 5: [4], 6: [5], 7: [3], 8: [6], 9: [4]}",10.023,10.023,"{0: [10.022818565368652], 1: [10.023002624511719], 2: [10.023025512695312], 3: [10.0230712890625], 4: [10.023139953613281], 5: [10.0230712890625], 6: [10.023002624511719], 7: [10.0230712890625], 8: [10.0230712890625], 9: [10.023117065429688]}",,44,0.0
-2.768,32,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 2, 2: 3, 3: 5, 4: 4, 5: 7, 6: 4, 7: 3, 8: 2, 9: 5}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [2], 2: [3], 3: [5], 4: [4], 5: [7], 6: [4], 7: [3], 8: [2], 9: [5]}",10.022,10.022,"{0: [10.021987915039062], 1: [10.022297859191895], 2: [10.02236557006836], 3: [10.022344589233398], 4: [10.02241039276123], 5: [10.02236557006836], 6: [10.022344589233398], 7: [10.022344589233398], 8: [10.022253036499023], 9: [10.022275924682617]}",,40,0.0
-2.6808,33,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 1, 1: 5, 2: 6, 3: 5, 4: 6, 5: 5, 6: 6, 7: 3, 8: 6, 9: 4}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [1], 1: [5], 2: [6], 3: [5], 4: [6], 5: [5], 6: [6], 7: [3], 8: [6], 9: [4]}",10.021,10.021,"{0: [10.021440505981445], 1: [10.021419525146484], 2: [10.021550178527832], 3: [10.021419525146484], 4: [10.021485328674316], 5: [10.021615028381348], 6: [10.021636962890625], 7: [10.021657943725586], 8: [10.021550178527832], 9: [10.021722793579102]}",,47,0.0
-2.5883,34,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 7, 1: 5, 2: 5, 3: 4, 4: 5, 5: 5, 6: 4, 7: 5, 8: 6, 9: 3}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [7], 1: [5], 2: [5], 3: [4], 4: [5], 5: [5], 6: [4], 7: [5], 8: [6], 9: [3]}",10.021,10.021,"{0: [10.020617485046387], 1: [10.020888328552246], 2: [10.02076244354248], 3: [10.02074146270752], 4: [10.020804405212402], 5: [10.020867347717285], 6: [10.02090835571289], 7: [10.020888328552246], 8: [10.020888328552246], 9: [10.02090835571289]}",,49,0.0
-2.5044,35,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 4, 2: 5, 3: 6, 4: 4, 5: 5, 6: 4, 7: 5, 8: 2, 9: 4}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [4], 2: [5], 3: [6], 4: [4], 5: [5], 6: [4], 7: [5], 8: [2], 9: [4]}",10.02,10.02,"{0: [10.020003318786621], 1: [10.019963264465332], 2: [10.020207405090332], 3: [10.020207405090332], 4: [10.020207405090332], 5: [10.020166397094727], 6: [10.020207405090332], 7: [10.020207405090332], 8: [10.019903182983398], 9: [10.020207405090332]}",,44,0.0
-2.4222,36,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 3, 1: 5, 2: 4, 3: 3, 4: 5, 5: 5, 6: 3, 7: 5, 8: 3, 9: 7}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [3], 1: [5], 2: [4], 3: [3], 4: [5], 5: [5], 6: [3], 7: [5], 8: [3], 9: [7]}",10.019,10.019,"{0: [10.019410133361816], 1: [10.019508361816406], 2: [10.019508361816406], 3: [10.019332885742188], 4: [10.019567489624023], 5: [10.019449234008789], 6: [10.01952838897705], 7: [10.01952838897705], 8: [10.019625663757324], 9: [10.019567489624023]}",,43,0.0
