azimuth,cluster_id,elevation,frame_count,frames_seen,num_points_per_frame,num_range_groups_per_frame,peak_counts_per_frame,range,range_mean,range_peaks_per_frame,revisit_rate_hz,sample_size,two_range_fraction
-0.5379,0,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 4, 2: 5, 3: 3, 4: 2, 5: 4, 6: 5, 7: 6, 8: 4, 9: 3}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [4], 2: [5], 3: [3], 4: [2], 5: [4], 6: [5], 7: [6], 8: [4], 9: [3]}",100.004,100.004,"{0: [100.00433349609375], 1: [100.00459289550781], 2: [100.00473022460938], 3: [100.00485229492188], 4: [100.00473022460938], 5: [100.00459289550781], 6: [100.00473022460938], 7: [100.0047607421875], 8: [100.00473022460938], 9: [100.00480651855469]}",,40,0.0
-0.449,1,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 2, 2: 6, 3: 6, 4: 6, 5: 5, 6: 4, 7: 7, 8: 8, 9: 5}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [2], 2: [6], 3: [6], 4: [6], 5: [5], 6: [4], 7: [7], 8: [8], 9: [5]}",100.003,100.003,"{0: [100.0028076171875], 1: [100.00370788574219], 2: [100.00349426269531], 3: [100.00349426269531], 4: [100.00349426269531], 5: [100.00341796875], 6: [100.00357055664062], 7: [100.00349426269531], 8: [100.00349426269531], 9: [100.00337982177734]}",,53,0.0
-0.3518,2,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 2, 1: 6, 2: 4, 3: 8, 4: 4, 5: 7, 6: 4, 7: 4, 8: 5, 9: 2}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [2], 1: [6], 2: [4], 3: [8], 4: [4], 5: [7], 6: [4], 7: [4], 8: [5], 9: [2]}",100.002,100.002,"{0: [100.0019302368164], 1: [100.00215148925781], 2: [100.0022964477539], 3: [100.00224304199219], 4: [100.00187683105469], 5: [100.00224304199219], 6: [100.00224304199219], 7: [100.00224304199219], 8: [100.00224304199219], 9: [100.002197265625]}",,46,0.0
-0.2486,3,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 4, 2: 5, 3: 4, 4: 3, 5: 4, 6: 6, 7: 3, 8: 5, 9: 7}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [4], 2: [5], 3: [4], 4: [3], 5: [4], 6: [6], 7: [3], 8: [5], 9: [7]}",100.001,100.001,"{0: [100.00091552734375], 1: [100.00125885009766], 2: [100.00129699707031], 3: [100.00125885009766], 4: [100.00091552734375], 5: [100.00122833251953], 6: [100.00115966796875], 7: [100.00091552734375], 8: [100.00108337402344], 9: [100.00122833251953]}",,46,0.0
-0.166,4,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 13, 1: 6, 2: 12, 3: 6, 4: 9, 5: 9, 6: 21, 7: 15, 8: 12, 9: 12}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [13], 1: [6], 2: [12], 3: [6], 4: [9], 5: [9], 6: [21], 7: [15], 8: [12], 9: [12]}",100.411,100.411,"{0: [100.06228637695312], 1: [100.06240844726562], 2: [100.0625228881836], 3: [100.06257629394531], 4: [100.06242370605469], 5: [100.06242370605469], 6: [100.06242370605469], 7: [100.0624771118164], 8: [100.06242370605469], 9: [100.0625228881836]}",,115,0.0
-0.0808,5,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 14, 1: 6, 2: 12, 3: 15, 4: 18, 5: 9, 6: 15, 7: 15, 8: 12, 9: 6}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [14], 1: [6], 2: [12], 3: [15], 4: [18], 5: [9], 6: [15], 7: [15], 8: [12], 9: [6]}",100.417,100.417,"{0: [100.06214141845703], 1: [100.06217956542969], 2: [100.06217956542969], 3: [100.06217956542969], 4: [100.06217193603516], 5: [100.06216430664062], 6: [100.06217956542969], 7: [100.06217193603516], 8: [100.06217956542969], 9: [100.06227111816406]}",,122,0.0
-0.0063,6,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 7, 1: 12, 2: 8, 3: 10, 4: 7, 5: 2, 6: 6, 7: 10, 8: 7, 9: 3}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [7], 1: [12], 2: [8], 3: [10], 4: [7], 5: [2], 6: [6], 7: [10], 8: [7], 9: [3]}",100.704,100.704,"{0: [101.26618957519531], 1: [100.06669616699219], 2: [100.06669616699219], 3: [100.06669616699219], 4: [101.39944458007812], 5: [101.466064453125], 6: [101.39944458007812], 7: [100.06669616699219], 8: [101.39944458007812], 9: [100.06214904785156]}",,72,0.0
0.0935,7,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 1, 2: 7, 3: 6, 4: 6, 5: 5, 6: 5, 7: 3, 8: 5, 9: 4}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [1], 2: [7], 3: [6], 4: [6], 5: [5], 6: [5], 7: [3], 8: [5], 9: [4]}",101.466,101.466,"{0: [101.46635437011719], 1: [101.46627044677734], 2: [101.46629333496094], 3: [101.46626281738281], 4: [101.46629333496094], 5: [101.46629333496094], 6: [101.46629333496094], 7: [101.46626281738281], 8: [101.46623229980469], 9: [101.46621704101562]}",,46,0.0
0.1872,8,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 6, 2: 4, 3: 4, 4: 7, 5: 7, 6: 3, 7: 3, 8: 6, 9: 4}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [6], 2: [4], 3: [4], 4: [7], 5: [7], 6: [3], 7: [3], 8: [6], 9: [4]}",101.467,101.467,"{0: [101.4669189453125], 1: [101.46672821044922], 2: [101.46662902832031], 3: [101.46672058105469], 4: [101.46672058105469], 5: [101.46672058105469], 6: [101.46672058105469], 7: [101.46672821044922], 8: [101.46672821044922], 9: [101.46661376953125]}",,48,0.0
0.2749,9,0.0635,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 6, 1: 4, 2: 4, 3: 4, 4: 6, 5: 4, 6: 5, 7: 3, 8: 6, 9: 5}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [6], 1: [4], 2: [4], 3: [4], 4: [6], 5: [4], 6: [5], 7: [3], 8: [6], 9: [5]}",101.467,101.467,"{0: [101.4677505493164], 1: [101.46727752685547], 2: [101.46720886230469], 3: [101.46739196777344], 4: [101.46735382080078], 5: [101.46727752685547], 6: [101.46737670898438], 7: [101.46743774414062], 8: [101.46735382080078], 9: [101.46727752685547]}",,47,0.0
