cell_id,azimuth_deg,elevation_deg,tube_radius_m,s_enter_m,s_exit_m,frame_count,points_per_frame,k_per_frame,ranges_per_frame,multi_range_frames,has_multi_range,extra_peak_xyz_per_frame,pdf_centers,pdf_probs,global_peaks_m,peak_delta_m,is_separable
10,0.4197,-0.3501,0.032,89.9996,90.0,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
11,-0.7003,-0.2701,0.032,90.0032,90.0032,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
12,-0.6203,-0.2701,0.032,90.0018,101.6111,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
13,-0.5403,-0.2701,0.032,90.0005,110.9432,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
14,-0.4603,-0.2701,0.032,89.9994,110.9418,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
15,-0.3803,-0.2701,0.032,89.9985,110.9407,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
16,-0.3003,-0.2701,0.032,89.9977,110.9397,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
17,-0.2203,-0.2701,0.032,89.9972,110.939,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
18,-0.1403,-0.2701,0.032,89.9968,110.9386,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
19,-0.0603,-0.2701,0.032,89.9966,110.9383,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
20,0.0197,-0.2701,0.032,89.9965,110.9382,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
21,0.0997,-0.2701,0.032,89.9966,110.9384,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
22,0.1797,-0.2701,0.032,89.9969,110.9388,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
23,0.2597,-0.2701,0.032,89.9974,110.9394,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
24,0.3397,-0.2701,0.032,89.9981,110.9402,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
25,0.4197,-0.2701,0.032,89.9989,97.2918,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
26,-0.7003,-0.1901,0.032,90.0027,90.0027,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
27,-0.6203,-0.1901,0.032,90.0013,101.6106,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
28,-0.5403,-0.1901,0.032,90.0,110.9425,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
29,-0.4603,-0.1901,0.032,89.9989,110.9412,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
30,-0.3803,-0.1901,0.032,89.998,110.94,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
31,-0.3003,-0.1901,0.032,89.9972,110.9391,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
32,-0.2203,-0.1901,0.032,89.9967,110.9384,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
33,-0.1403,-0.1901,0.032,89.9963,110.9379,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
34,-0.0603,-0.1901,0.032,89.996,110.9377,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
35,0.0197,-0.1901,0.032,89.996,110.9376,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
36,0.0997,-0.1901,0.032,89.9961,110.9378,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
37,0.1797,-0.1901,0.032,89.9964,110.9381,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
38,0.2597,-0.1901,0.032,89.9969,110.9387,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
39,0.3397,-0.1901,0.032,89.9976,110.9396,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
40,0.4197,-0.1901,0.032,89.9984,97.2913,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
41,-0.7003,-0.1101,0.032,90.0024,90.0024,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
42,-0.6203,-0.1101,0.032,90.0009,101.6102,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
43,-0.5403,-0.1101,0.032,89.9997,110.9421,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
44,-0.4603,-0.1101,0.032,89.9986,110.9408,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
45,-0.3803,-0.1101,0.032,89.9976,110.9396,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
46,-0.3003,-0.1101,0.032,89.9969,110.9387,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
47,-0.2203,-0.1101,0.032,89.9963,110.938,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
48,-0.1403,-0.1101,0.032,89.9959,110.9375,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
49,-0.0603,-0.1101,0.032,89.9957,110.9373,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
50,0.0197,-0.1101,0.032,89.9957,110.9372,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
51,0.0997,-0.1101,0.032,89.9958,110.9374,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
52,0.1797,-0.1101,0.032,89.9961,110.9377,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
53,0.2597,-0.1101,0.032,89.9966,110.9383,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
54,0.3397,-0.1101,0.032,89.9972,110.9391,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
55,0.4197,-0.1101,0.032,89.9981,97.2909,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
56,-0.7003,-0.0301,0.032,90.0022,90.0022,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
57,-0.6203,-0.0301,0.032,90.0008,101.61,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
58,-0.5403,-0.0301,0.032,89.9995,110.9419,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
59,-0.4603,-0.0301,0.032,89.9984,110.9406,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
60,-0.3803,-0.0301,0.032,89.9975,110.9394,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
61,-0.3003,-0.0301,0.032,89.9967,110.9385,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
62,-0.2203,-0.0301,0.032,89.9962,110.9378,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
63,-0.1403,-0.0301,0.032,89.9958,110.9373,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
64,-0.0603,-0.0301,0.032,89.9956,110.9371,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
65,0.0197,-0.0301,0.032,89.9955,110.937,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
66,0.0997,-0.0301,0.032,89.9956,110.9372,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
67,0.1797,-0.0301,0.032,89.996,110.9376,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
68,0.2597,-0.0301,0.032,89.9964,110.9381,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
69,0.3397,-0.0301,0.032,89.9971,110.939,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
70,0.4197,-0.0301,0.032,89.9979,97.2907,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
71,-0.7003,0.0499,0.032,90.0023,90.0023,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
72,-0.6203,0.0499,0.032,90.0008,101.6101,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
73,-0.5403,0.0499,0.032,89.9995,110.942,6,"0:0,1:0,2:1,3:1,4:0,5:1,6:1,7:1,8:1,9:0","0:0,1:0,2:1,3:1,4:0,5:1,6:1,7:1,8:1,9:0",2:(100.004448);3:(100.004448);5:(100.004448);6:(100.004448);7:(100.004448);8:(100.004448),,0,,"[99.604448,99.804448,100.004448,100.204448,100.404448]","[0.000000,0.000000,1.000000,0.000000,0.000000]",[],,0
74,-0.4603,0.0499,0.032,89.9984,110.9406,10,"0:1,1:2,2:1,3:1,4:1,5:1,6:1,7:1,8:2,9:1","0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:1,8:1,9:1",0:(100.003326);1:(100.003290);2:(100.003326);3:(100.003181);4:(100.003181);5:(100.003326);6:(100.003181);7:(100.003326);8:(100.003290);9:(100.003181),,0,,"[100.003196,100.003225,100.003254,100.003283,100.003312]","[0.500000,0.000000,0.000000,0.000000,0.500000]",[],,0
75,-0.3803,0.0499,0.032,89.9975,110.9395,5,"0:0,1:1,2:1,3:1,4:0,5:1,6:0,7:0,8:1,9:0","0:0,1:1,2:1,3:1,4:0,5:1,6:0,7:0,8:1,9:0",1:(100.002243);2:(100.002243);3:(100.002243);5:(100.002243);8:(100.002243),,0,,"[99.602243,99.802243,100.002243,100.202243,100.402243]","[0.000000,0.000000,1.000000,0.000000,0.000000]",[],,0
76,-0.3003,0.0499,0.032,89.9968,110.9386,5,"0:0,1:1,2:0,3:1,4:0,5:1,6:1,7:0,8:0,9:1","0:0,1:1,2:0,3:1,4:0,5:1,6:1,7:0,8:0,9:1",1:(100.001480);3:(100.001480);5:(100.001480);6:(100.001480);9:(100.001480),,0,,"[99.601480,99.801480,100.001480,100.201480,100.401480]","[0.000000,0.000000,1.000000,0.000000,0.000000]",[],,0
77,-0.2203,0.0499,0.032,89.9962,110.9379,5,"0:1,1:0,2:0,3:1,4:1,5:0,6:0,7:1,8:1,9:0","0:1,1:0,2:0,3:1,4:1,5:0,6:0,7:1,8:1,9:0",0:(100.000809);3:(100.000809);4:(100.000809);7:(100.000809);8:(100.000809),,0,,"[99.600809,99.800809,100.000809,100.200809,100.400809]","[0.000000,0.000000,1.000000,0.000000,0.000000]",[],,0
78,-0.1403,0.0499,0.032,89.9958,110.9374,6,"0:1,1:1,2:1,3:0,4:1,5:1,6:1,7:0,8:0,9:0","0:1,1:1,2:1,3:0,4:1,5:1,6:1,7:0,8:0,9:0",0:(100.000343);1:(100.000343);2:(100.000343);4:(100.000343);5:(100.000343);6:(100.000343),,0,,"[99.600343,99.800343,100.000343,100.200343,100.400343]","[0.000000,0.000000,1.000000,0.000000,0.000000]",[],,0
79,-0.0603,0.0499,0.032,89.9956,110.9371,7,"0:1,1:1,2:0,3:1,4:1,5:0,6:0,7:1,8:1,9:1","0:1,1:1,2:0,3:1,4:1,5:0,6:0,7:1,8:1,9:1",0:(100.000122);1:(100.000122);3:(100.000122);4:(100.000122);7:(100.000122);8:(100.000122);9:(100.000122),,0,,"[99.600122,99.800122,100.000122,100.200122,100.400122]","[0.000000,0.000000,1.000000,0.000000,0.000000]",[],,0
80,0.0197,0.0499,0.032,89.9955,110.937,9,"0:1,1:1,2:1,3:1,4:3,5:1,6:0,7:2,8:3,9:3","0:1,1:1,2:1,3:1,4:1,5:1,6:0,7:1,8:1,9:1",0:(100.965515);1:(100.965515);2:(100.965515);3:(100.965515);4:(100.965511);5:(100.965515);7:(100.965511);8:(100.965511);9:(100.965511),,0,,"[100.965501,100.965504,100.965508,100.965511,100.965514]","[0.250000,0.000000,0.000000,0.000000,0.750000]",[],,0
81,0.0997,0.0499,0.032,89.9957,110.9372,9,"0:1,1:1,2:2,3:2,4:1,5:1,6:1,7:0,8:2,9:1","0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:0,8:1,9:1",0:(100.965637);1:(100.965675);2:(100.965666);3:(100.965666);4:(100.965675);5:(100.965637);6:(100.965675);8:(100.965666);9:(100.965637),,0,,"[100.965641,100.965649,100.965656,100.965664,100.965672]","[0.500000,0.000000,0.000000,0.000000,0.500000]",[],,0
82,0.1797,0.0499,0.032,89.996,110.9376,4,"0:1,1:0,2:1,3:1,4:0,5:0,6:1,7:0,8:0,9:0","0:1,1:0,2:1,3:1,4:0,5:0,6:1,7:0,8:0,9:0",0:(100.965996);2:(100.965996);3:(100.965996);6:(100.965996),,0,,"[100.565996,100.765996,100.965996,101.165996,101.365996]","[0.000000,0.000000,1.000000,0.000000,0.000000]",[],,0
83,0.2597,0.0499,0.032,89.9965,110.9382,4,"0:0,1:2,2:1,3:1,4:0,5:0,6:0,7:2,8:0,9:0","0:0,1:1,2:1,3:1,4:0,5:0,6:0,7:1,8:0,9:0",1:(100.966553);2:(100.966576);3:(100.966484);7:(100.966553),,0,,"[100.966493,100.966512,100.966530,100.966548,100.966566]","[0.500000,0.000000,0.000000,0.000000,0.500000]",[],,0
84,0.3397,0.0499,0.032,89.9971,110.939,9,"0:0,1:1,2:1,3:1,4:1,5:1,6:2,7:2,8:1,9:1","0:0,1:1,2:1,3:1,4:1,5:1,6:1,7:1,8:1,9:1",1:(100.967255);2:(100.967361);3:(100.967361);4:(100.967255);5:(100.967361);6:(100.967335);7:(100.967335);8:(100.967255);9:(100.967255),,0,,"[100.967265,100.967287,100.967308,100.967329,100.967351]","[0.545455,0.000000,0.000000,0.000000,0.454545]",[],,0
85,0.4197,0.0499,0.032,89.9979,97.2908,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
86,-0.7003,0.1299,0.032,90.0025,90.0025,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
87,-0.6203,0.1299,0.032,90.001,101.6103,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
88,-0.5403,0.1299,0.032,89.9997,110.9422,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
89,-0.4603,0.1299,0.032,89.9986,110.9409,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
90,-0.3803,0.1299,0.032,89.9977,110.9397,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
91,-0.3003,0.1299,0.032,89.997,110.9388,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
92,-0.2203,0.1299,0.032,89.9964,110.9381,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
93,-0.1403,0.1299,0.032,89.996,110.9376,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
94,-0.0603,0.1299,0.032,89.9958,110.9373,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
95,0.0197,0.1299,0.032,89.9957,110.9373,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
96,0.0997,0.1299,0.032,89.9959,110.9374,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
97,0.1797,0.1299,0.032,89.9962,110.9378,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
98,0.2597,0.1299,0.032,89.9967,110.9384,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
99,0.3397,0.1299,0.032,89.9973,110.9392,0,"0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0","0:0,1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0",,,0,,[],[],[],,0
