azimuth,cluster_id,elevation,frame_count,frames_seen,num_points_per_frame,num_range_groups_per_frame,peak_counts_per_frame,range,range_mean,range_peaks_per_frame,revisit_rate_hz,sample_size,two_range_fraction
-4.7912,10,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 7, 1: 5, 2: 4, 3: 5, 4: 6, 5: 4, 6: 5, 7: 5, 8: 2, 9: 4}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [7], 1: [5], 2: [4], 3: [5], 4: [6], 5: [4], 6: [5], 7: [5], 8: [2], 9: [4]}",10.046,10.046,"{0: [10.045382499694824], 1: [10.045923233032227], 2: [10.045923233032227], 3: [10.045767784118652], 4: [10.04588508605957], 5: [10.045923233032227], 6: [10.045767784118652], 7: [10.04588508605957], 8: [10.04565143585205], 9: [10.04588508605957]}",,47,0.0
-4.7156,11,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 5, 2: 3, 3: 4, 4: 7, 5: 5, 6: 5, 7: 5, 8: 5, 9: 7}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [5], 2: [3], 3: [4], 4: [7], 5: [5], 6: [5], 7: [5], 8: [5], 9: [7]}",10.044,10.044,"{0: [10.044234275817871], 1: [10.04465389251709], 2: [10.044651985168457], 3: [10.044768333435059], 4: [10.044805526733398], 5: [10.044538497924805], 6: [10.044768333435059], 7: [10.04465389251709], 8: [10.044729232788086], 9: [10.044768333435059]}",,51,0.0
-4.6207,12,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 6, 1: 6, 2: 6, 3: 5, 4: 3, 5: 5, 6: 5, 7: 7, 8: 4, 9: 3}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [6], 1: [6], 2: [6], 3: [5], 4: [3], 5: [5], 6: [5], 7: [7], 8: [4], 9: [3]}",10.043,10.043,"{0: [10.042959213256836], 1: [10.043407440185547], 2: [10.043594360351562], 3: [10.043519973754883], 4: [10.042957305908203], 5: [10.043594360351562], 6: [10.043407440185547], 7: [10.043519973754883], 8: [10.043519973754883], 9: [10.0428466796875]}",,50,0.0
-4.5351,13,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 7, 2: 5, 3: 6, 4: 3, 5: 5, 6: 5, 7: 6, 8: 5, 9: 4}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [7], 2: [5], 3: [6], 4: [3], 5: [5], 6: [5], 7: [6], 8: [5], 9: [4]}",10.042,10.042,"{0: [10.041815757751465], 1: [10.042182922363281], 2: [10.042144775390625], 3: [10.041997909545898], 4: [10.041961669921875], 5: [10.042255401611328], 6: [10.042108535766602], 7: [10.042182922363281], 8: [10.042144775390625], 9: [10.042108535766602]}",,51,0.0
-4.4239,14,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 6, 2: 7, 3: 6, 4: 5, 5: 5, 6: 5, 7: 5, 8: 4, 9: 3}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [6], 2: [7], 3: [6], 4: [5], 5: [5], 6: [5], 7: [5], 8: [4], 9: [3]}",10.04,10.04,"{0: [10.040053367614746], 1: [10.04062271118164], 2: [10.040803909301758], 3: [10.040803909301758], 4: [10.040695190429688], 5: [10.040874481201172], 6: [10.040765762329102], 7: [10.040695190429688], 8: [10.040839195251465], 9: [10.040480613708496]}",,51,0.0
-4.3283,15,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 2, 1: 4, 2: 4, 3: 2, 4: 5, 5: 3, 6: 5, 7: 4, 8: 3, 9: 3}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [2], 1: [4], 2: [4], 3: [2], 4: [5], 5: [3], 6: [5], 7: [4], 8: [3], 9: [3]}",10.039,10.039,"{0: [10.039066314697266], 1: [10.039417266845703], 2: [10.039417266845703], 3: [10.039101600646973], 4: [10.0392427444458], 5: [10.038928031921387], 6: [10.0392427444458], 7: [10.039451599121094], 8: [10.039031982421875], 9: [10.039451599121094]}",,35,0.0
-4.2389,16,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 7, 1: 6, 2: 4, 3: 7, 4: 5, 5: 5, 6: 4, 7: 6, 8: 4, 9: 5}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [7], 1: [6], 2: [4], 3: [7], 4: [5], 5: [5], 6: [4], 7: [6], 8: [4], 9: [5]}",10.038,10.038,"{0: [10.037827491760254], 1: [10.038237571716309], 2: [10.038030624389648], 3: [10.038237571716309], 4: [10.038134574890137], 5: [10.038237571716309], 6: [10.038134574890137], 7: [10.038237571716309], 8: [10.038202285766602], 9: [10.038270950317383]}",,53,0.0
-4.162,17,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 2, 1: 5, 2: 4, 3: 5, 4: 5, 5: 5, 6: 5, 7: 7, 8: 6, 9: 6}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [2], 1: [5], 2: [4], 3: [5], 4: [5], 5: [5], 6: [5], 7: [7], 8: [6], 9: [6]}",10.037,10.037,"{0: [10.036812782287598], 1: [10.037149429321289], 2: [10.037182807922363], 3: [10.037149429321289], 4: [10.037182807922363], 5: [10.037149429321289], 6: [10.036947250366211], 7: [10.037149429321289], 8: [10.037182807922363], 9: [10.037182807922363]}",,50,0.0
-4.0729,18,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 5, 2: 6, 3: 5, 4: 2, 5: 5, 6: 5, 7: 7, 8: 3, 9: 5}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [5], 2: [6], 3: [5], 4: [2], 5: [5], 6: [5], 7: [7], 8: [3], 9: [5]}",10.036,10.036,"{0: [10.035557746887207], 1: [10.03608226776123], 2: [10.03608226776123], 3: [10.03608226776123], 4: [10.036279678344727], 5: [10.036016464233398], 6: [10.03608226776123], 7: [10.03608226776123], 8: [10.03594970703125], 9: [10.035917282104492]}",,48,0.0
-3.9845,19,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 3, 1: 7, 2: 5, 3: 5, 4: 2, 5: 6, 6: 4, 7: 6, 8: 4, 9: 5}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [3], 1: [7], 2: [5], 3: [5], 4: [2], 5: [6], 6: [4], 7: [6], 8: [4], 9: [5]}",10.035,10.035,"{0: [10.034555435180664], 1: [10.035006523132324], 2: [10.034812927246094], 3: [10.03497314453125], 4: [10.034554481506348], 5: [10.035006523132324], 6: [10.03490924835205], 7: [10.035037994384766], 8: [10.035101890563965], 9: [10.034843444824219]}",,47,0.0
-3.89,20,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 6, 1: 4, 2: 6, 3: 3, 4: 5, 5: 6, 6: 4, 7: 5, 8: 3, 9: 5}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [6], 1: [4], 2: [6], 3: [3], 4: [5], 5: [6], 6: [4], 7: [5], 8: [3], 9: [5]}",10.034,10.034,"{0: [10.033449172973633], 1: [10.033731460571289], 2: [10.03388786315918], 3: [10.033824920654297], 4: [10.03388786315918], 5: [10.03388786315918], 6: [10.033857345581055], 7: [10.033794403076172], 8: [10.033824920654297], 9: [10.033604621887207]}",,47,0.0
-3.8067,21,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 6, 1: 6, 2: 5, 3: 4, 4: 5, 5: 3, 6: 3, 7: 4, 8: 5, 9: 5}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [6], 1: [6], 2: [5], 3: [4], 4: [5], 5: [3], 6: [3], 7: [4], 8: [5], 9: [5]}",10.033,10.033,"{0: [10.032400131225586], 1: [10.032920837402344], 2: [10.032891273498535], 3: [10.032891273498535], 4: [10.032705307006836], 5: [10.032891273498535], 6: [10.032920837402344], 7: [10.032613754272461], 8: [10.032797813415527], 9: [10.032920837402344]}",,46,0.0
-3.7255,22,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 3, 1: 4, 2: 6, 3: 5, 4: 5, 5: 6, 6: 7, 7: 6, 8: 7, 9: 5}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [3], 1: [4], 2: [6], 3: [5], 4: [5], 5: [6], 6: [7], 7: [6], 8: [7], 9: [5]}",10.032,10.032,"{0: [10.031494140625], 1: [10.031913757324219], 2: [10.031793594360352], 3: [10.031885147094727], 4: [10.031913757324219], 5: [10.031913757324219], 6: [10.031885147094727], 7: [10.031913757324219], 8: [10.031885147094727], 9: [10.031793594360352]}",,54,0.0
-3.6372,23,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 3, 1: 3, 2: 6, 3: 4, 4: 3, 5: 4, 6: 4, 7: 2, 8: 3, 9: 3}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [3], 1: [3], 2: [6], 3: [4], 4: [3], 5: [4], 6: [4], 7: [2], 8: [3], 9: [3]}",10.031,10.031,"{0: [10.030548095703125], 1: [10.030929565429688], 2: [10.03087043762207], 3: [10.030900955200195], 4: [10.030840873718262], 5: [10.03087043762207], 6: [10.03087043762207], 7: [10.030900955200195], 8: [10.030694961547852], 9: [10.030900955200195]}",,35,0.0
-3.5534,24,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 3, 1: 5, 2: 3, 3: 3, 4: 6, 5: 4, 6: 8, 7: 6, 8: 5, 9: 5}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [3], 1: [5], 2: [3], 3: [3], 4: [6], 5: [4], 6: [8], 7: [6], 8: [5], 9: [5]}",10.03,10.03,"{0: [10.029598236083984], 1: [10.030027389526367], 2: [10.02996826171875], 3: [10.030027389526367], 4: [10.030027389526367], 5: [10.029940605163574], 6: [10.029912948608398], 7: [10.029940605163574], 8: [10.03005599975586], 9: [10.029740333557129]}",,48,0.0
-3.4613,25,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 6, 1: 4, 2: 3, 3: 4, 4: 4, 5: 2, 6: 3, 7: 4, 8: 7, 9: 6}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [6], 1: [4], 2: [3], 3: [4], 4: [4], 5: [2], 6: [3], 7: [4], 8: [7], 9: [6]}",10.029,10.029,"{0: [10.028669357299805], 1: [10.029031753540039], 2: [10.028947830200195], 3: [10.028947830200195], 4: [10.028862953186035], 5: [10.028501510620117], 6: [10.028919219970703], 7: [10.028862953186035], 8: [10.029004096984863], 9: [10.029031753540039]}",,43,0.0
-3.3796,26,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 3, 1: 3, 2: 4, 3: 4, 4: 5, 5: 4, 6: 1, 7: 2, 8: 6, 9: 3}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [3], 1: [3], 2: [4], 3: [4], 4: [5], 5: [4], 6: [1], 7: [2], 8: [6], 9: [3]}",10.028,10.028,"{0: [10.0277099609375], 1: [10.028172492980957], 2: [10.028118133544922], 3: [10.02806282043457], 4: [10.028036117553711], 5: [10.028118133544922], 6: [10.027979850769043], 7: [10.028226852416992], 8: [10.028118133544922], 9: [10.027708053588867]}",,35,0.0
-3.29,27,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 4, 2: 3, 3: 4, 4: 5, 5: 3, 6: 6, 7: 3, 8: 5, 9: 7}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [4], 2: [3], 3: [4], 4: [5], 5: [3], 6: [6], 7: [3], 8: [5], 9: [7]}",10.027,10.027,"{0: [10.02682876586914], 1: [10.027253150939941], 2: [10.027253150939941], 3: [10.027173042297363], 4: [10.02714729309082], 5: [10.026906967163086], 6: [10.027227401733398], 7: [10.027067184448242], 8: [10.0272798538208], 9: [10.027227401733398]}",,45,0.0
-3.188,28,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 8, 2: 2, 3: 5, 4: 5, 5: 8, 6: 5, 7: 5, 8: 6, 9: 4}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [8], 2: [2], 3: [5], 4: [5], 5: [8], 6: [5], 7: [5], 8: [6], 9: [4]}",10.026,10.026,"{0: [10.025793075561523], 1: [10.026256561279297], 2: [10.02630615234375], 3: [10.026100158691406], 4: [10.026256561279297], 5: [10.026307106018066], 6: [10.02612590789795], 7: [10.026100158691406], 8: [10.026100158691406], 9: [10.026100158691406]}",,52,0.0
-3.1008,29,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 5, 2: 2, 3: 4, 4: 2, 5: 4, 6: 2, 7: 3, 8: 4, 9: 2}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [5], 2: [2], 3: [4], 4: [2], 5: [4], 6: [2], 7: [3], 8: [4], 9: [2]}",10.025,10.025,"{0: [10.025012969970703], 1: [10.025312423706055], 2: [10.025386810302734], 3: [10.025161743164062], 4: [10.025236129760742], 5: [10.025362014770508], 6: [10.025036811828613], 7: [10.025362014770508], 8: [10.025337219238281], 9: [10.025386810302734]}",,33,0.0
-3.0287,30,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 2, 2: 8, 3: 5, 4: 4, 5: 3, 6: 5, 7: 6, 8: 5, 9: 6}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [2], 2: [8], 3: [5], 4: [4], 5: [3], 6: [5], 7: [6], 8: [5], 9: [6]}",10.024,10.024,"{0: [10.024252891540527], 1: [10.024715423583984], 2: [10.024593353271484], 3: [10.024618148803711], 4: [10.024618148803711], 5: [10.024715423583984], 6: [10.024618148803711], 7: [10.024593353271484], 8: [10.024544715881348], 9: [10.024618148803711]}",,48,0.0
-2.925,31,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 3, 1: 5, 2: 5, 3: 6, 4: 4, 5: 7, 6: 6, 7: 5, 8: 7, 9: 6}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [3], 1: [5], 2: [5], 3: [6], 4: [4], 5: [7], 6: [6], 7: [5], 8: [7], 9: [6]}",10.024,10.024,"{0: [10.023444175720215], 1: [10.023513793945312], 2: [10.023679733276367], 3: [10.023704528808594], 4: [10.023775100708008], 5: [10.023632049560547], 6: [10.023704528808594], 7: [10.023750305175781], 8: [10.023704528808594], 9: [10.023775100708008]}",,54,0.0
-2.8222,32,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 6, 1: 4, 2: 5, 3: 6, 4: 7, 5: 7, 6: 6, 7: 4, 8: 6, 9: 5}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [6], 1: [4], 2: [5], 3: [6], 4: [7], 5: [7], 6: [6], 7: [4], 8: [6], 9: [5]}",10.023,10.023,"{0: [10.022523880004883], 1: [10.022818565368652], 2: [10.022796630859375], 3: [10.022796630859375], 4: [10.022865295410156], 5: [10.022796630859375], 6: [10.022865295410156], 7: [10.022796630859375], 8: [10.022796630859375], 9: [10.022796630859375]}",,56,0.0
-2.7324,33,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 7, 1: 3, 2: 6, 3: 4, 4: 5, 5: 4, 6: 5, 7: 5, 8: 5, 9: 2}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [7], 1: [3], 2: [6], 3: [4], 4: [5], 5: [4], 6: [5], 7: [5], 8: [5], 9: [2]}",10.022,10.022,"{0: [10.021723747253418], 1: [10.021964073181152], 2: [10.022075653076172], 3: [10.022075653076172], 4: [10.02187728881836], 5: [10.022008895874023], 6: [10.022075653076172], 7: [10.022008895874023], 8: [10.02209758758545], 9: [10.02185344696045]}",,46,0.0
-2.651,34,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 4, 1: 6, 2: 5, 3: 6, 4: 7, 5: 3, 6: 5, 7: 5, 8: 3, 9: 4}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [6], 2: [5], 3: [6], 4: [7], 5: [3], 6: [5], 7: [5], 8: [3], 9: [4]}",10.021,10.021,"{0: [10.02105712890625], 1: [10.021356582641602], 2: [10.021312713623047], 3: [10.021377563476562], 4: [10.021291732788086], 5: [10.021397590637207], 6: [10.021377563476562], 7: [10.021291732788086], 8: [10.021333694458008], 9: [10.021356582641602]}",,48,0.0
-2.5618,35,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 4, 2: 2, 3: 3, 4: 3, 5: 4, 6: 2, 7: 2, 8: 2, 9: 3}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [4], 2: [2], 3: [3], 4: [3], 5: [4], 6: [2], 7: [2], 8: [2], 9: [3]}",10.02,10.02,"{0: [10.020410537719727], 1: [10.020637512207031], 2: [10.020678520202637], 3: [10.020532608032227], 4: [10.020575523376465], 5: [10.020450592041016], 6: [10.020678520202637], 7: [10.020575523376465], 8: [10.020657539367676], 9: [10.020658493041992]}",,30,0.0
-2.4811,36,2.619,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","{0: 5, 1: 6, 2: 7, 3: 4, 4: 7, 5: 6, 6: 4, 7: 5, 8: 3, 9: 5}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [5], 1: [6], 2: [7], 3: [4], 4: [7], 5: [6], 6: [4], 7: [5], 8: [3], 9: [5]}",10.02,10.02,"{0: [10.019725799560547], 1: [10.019964218139648], 2: [10.020025253295898], 3: [10.020085334777832], 4: [10.020045280456543], 5: [10.019964218139648], 6: [10.019864082336426], 7: [10.020025253295898], 8: [10.019943237304688], 9: [10.019943237304688]}",,52,0.0
